date,tenor,yield
2023-08-18,5.0,10.9557
2023-08-18,7.0,11.129
2023-08-18,10.0,11.2331
2023-08-18,15.0,11.2854
2023-08-18,20.0,11.3161
2023-08-21,0.25,10.5302
2023-08-21,0.5,10.3027
2023-08-21,0.75,10.194
2023-08-21,1.0,10.1614
2023-08-21,2.0,10.3443
2023-08-21,3.0,10.6095
2023-08-21,5.0,10.9704
2023-08-21,7.0,11.1515
2023-08-21,10.0,11.2707
2023-08-21,15.0,11.3549
2023-08-21,20.0,11.4018
2023-08-22,0.25,10.5635
2023-08-22,0.5,10.3705
2023-08-22,0.75,10.2707
2023-08-22,1.0,10.2336
2023-08-22,2.0,10.3703
2023-08-22,3.0,10.6089
2023-08-22,5.0,10.9726
2023-08-22,7.0,11.1734
2023-08-22,10.0,11.3169
2023-08-22,15.0,11.4147
2023-08-22,20.0,11.4638
2023-08-23,0.25,10.5261
2023-08-23,0.5,10.361
2023-08-23,0.75,10.2796
2023-08-23,1.0,10.2543
2023-08-23,2.0,10.3999
2023-08-23,3.0,10.6214
2023-08-23,5.0,10.9797
2023-08-23,7.0,11.1944
2023-08-23,10.0,11.3516
2023-08-23,15.0,11.4394
2023-08-23,20.0,11.479
2023-08-24,0.25,10.5699
2023-08-24,0.5,10.4252
2023-08-24,0.75,10.3731
2023-08-24,1.0,10.3768
2023-08-24,2.0,10.5811
2023-08-24,3.0,10.7862
2023-08-24,5.0,11.0778
2023-08-24,7.0,11.2473
2023-08-24,10.0,11.3662
2023-08-24,15.0,11.4341
2023-08-24,20.0,11.4599
2023-08-25,0.25,10.5522
2023-08-25,0.5,10.4481
2023-08-25,0.75,10.4182
2023-08-25,1.0,10.4322
2023-08-25,2.0,10.6299
2023-08-25,3.0,10.8122
2023-08-25,5.0,11.0829
2023-08-25,7.0,11.2477
2023-08-25,10.0,11.3702
2023-08-25,15.0,11.4538
2023-08-25,20.0,11.4891
2023-08-28,0.25,10.4554
2023-08-28,0.5,10.4142
2023-08-28,0.75,10.416
2023-08-28,1.0,10.4442
2023-08-28,2.0,10.6511
2023-08-28,3.0,10.8548
2023-08-28,5.0,11.1502
2023-08-28,7.0,11.3039
2023-08-28,10.0,11.3853
2023-08-28,15.0,11.4439
2023-08-28,20.0,11.4765
2023-08-29,0.25,10.2954
2023-08-29,0.5,10.3647
2023-08-29,0.75,10.4358
2023-08-29,1.0,10.5004
2023-08-29,2.0,10.7012
2023-08-29,3.0,10.8472
2023-08-29,5.0,11.1191
2023-08-29,7.0,11.2999
2023-08-29,10.0,11.4089
2023-08-29,15.0,11.474
2023-08-29,20.0,11.5079
2023-08-30,0.25,10.0794
2023-08-30,0.5,10.2629
2023-08-30,0.75,10.4117
2023-08-30,1.0,10.5232
2023-08-30,2.0,10.7639
2023-08-30,3.0,10.8971
2023-08-30,5.0,11.1351
2023-08-30,7.0,11.3055
2023-08-30,10.0,11.4163
2023-08-30,15.0,11.4742
2023-08-30,20.0,11.4893
2023-08-31,0.25,10.3085
2023-08-31,0.5,10.3838
2023-08-31,0.75,10.4521
2023-08-31,1.0,10.5134
2023-08-31,2.0,10.7051
2023-08-31,3.0,10.8551
2023-08-31,5.0,11.1441
2023-08-31,7.0,11.3421
2023-08-31,10.0,11.4677
2023-08-31,15.0,11.5581
2023-08-31,20.0,11.6096
2023-09-01,0.25,10.3999
2023-09-01,0.5,10.4809
2023-09-01,0.75,10.5532
2023-09-01,1.0,10.6178
2023-09-01,2.0,10.8235
2023-09-01,3.0,10.9863
2023-09-01,5.0,11.2498
2023-09-01,7.0,11.4007
2023-09-01,10.0,11.4719
2023-09-01,15.0,11.5169
2023-09-01,20.0,11.5503
2023-09-04,0.25,10.5647
2023-09-04,0.5,10.6292
2023-09-04,0.75,10.6859
2023-09-04,1.0,10.7331
2023-09-04,2.0,10.8744
2023-09-04,3.0,11.0003
2023-09-04,5.0,11.2516
2023-09-04,7.0,11.4142
2023-09-04,10.0,11.4971
2023-09-04,15.0,11.5483
2023-09-04,20.0,11.5807
2023-09-05,0.25,10.6477
2023-09-05,0.5,10.839
2023-09-05,0.75,10.9717
2023-09-05,1.0,11.0577
2023-09-05,2.0,11.1864
2023-09-05,3.0,11.2239
2023-09-05,5.0,11.311
2023-09-05,7.0,11.3802
2023-09-05,10.0,11.411
2023-09-05,15.0,11.4171
2023-09-05,20.0,11.4117
2023-09-06,0.25,11.0094
2023-09-06,0.5,11.375
2023-09-06,0.75,11.5256
2023-09-06,1.0,11.5836
2023-09-06,2.0,11.6002
2023-09-06,3.0,11.5892
2023-09-06,5.0,11.5824
2023-09-06,7.0,11.5698
2023-09-06,10.0,11.5402
2023-09-06,15.0,11.5174
2023-09-06,20.0,11.5159
2023-09-07,0.25,11.5291
2023-09-07,0.5,11.8203
2023-09-07,0.75,11.9088
2023-09-07,1.0,11.9187
2023-09-07,2.0,11.8319
2023-09-07,3.0,11.7749
2023-09-07,5.0,11.722
2023-09-07,7.0,11.693
2023-09-07,10.0,11.6698
2023-09-07,15.0,11.6733
2023-09-07,20.0,11.6803
2023-09-08,0.25,11.8656
2023-09-08,0.5,11.9634
2023-09-08,0.75,12.0378
2023-09-08,1.0,12.0931
2023-09-08,2.0,12.1847
2023-09-08,3.0,12.1666
2023-09-08,5.0,12.051
2023-09-08,7.0,11.9353
2023-09-08,10.0,11.8056
2023-09-08,15.0,11.6974
2023-09-08,20.0,11.6508
2023-09-11,0.25,11.8655
2023-09-11,0.5,11.952
2023-09-11,0.75,12.0143
2023-09-11,1.0,12.0575
2023-09-11,2.0,12.112
2023-09-11,3.0,12.0794
2023-09-11,5.0,11.9623
2023-09-11,7.0,11.8583
2023-09-11,10.0,11.7501
2023-09-11,15.0,11.6727
2023-09-11,20.0,11.6387
2023-09-12,0.25,11.809
2023-09-12,0.5,11.8085
2023-09-12,0.75,11.8042
2023-09-12,1.0,11.798
2023-09-12,2.0,11.774
2023-09-12,3.0,11.7706
2023-09-12,5.0,11.7778
2023-09-12,7.0,11.7583
2023-09-12,10.0,11.6868
2023-09-12,15.0,11.6007
2023-09-12,20.0,11.5489
2023-09-13,0.25,11.8983
2023-09-13,0.5,11.8843
2023-09-13,0.75,11.8707
2023-09-13,1.0,11.8578
2023-09-13,2.0,11.8155
2023-09-13,3.0,11.7893
2023-09-13,5.0,11.7623
2023-09-13,7.0,11.7267
2023-09-13,10.0,11.6532
2023-09-13,15.0,11.5835
2023-09-13,20.0,11.5548
2023-09-14,0.25,12.037
2023-09-14,0.5,12.0192
2023-09-14,0.75,12.0034
2023-09-14,1.0,11.9896
2023-09-14,2.0,11.9483
2023-09-14,3.0,11.9142
2023-09-14,5.0,11.8281
2023-09-14,7.0,11.7453
2023-09-14,10.0,11.6599
2023-09-14,15.0,11.5986
2023-09-14,20.0,11.5711
2023-09-15,0.25,12.2671
2023-09-15,0.5,12.236
2023-09-15,0.75,12.2064
2023-09-15,1.0,12.1781
2023-09-15,2.0,12.0767
2023-09-15,3.0,11.9911
2023-09-15,5.0,11.8518
2023-09-15,7.0,11.7469
2023-09-15,10.0,11.6432
2023-09-15,15.0,11.5691
2023-09-15,20.0,11.5373
2023-09-18,0.25,12.1738
2023-09-18,0.5,12.1678
2023-09-18,0.75,12.1559
2023-09-18,1.0,12.1319
2023-09-18,2.0,11.9942
2023-09-18,3.0,11.8749
2023-09-18,5.0,11.7426
2023-09-18,7.0,11.6745
2023-09-18,10.0,11.6061
2023-09-18,15.0,11.5479
2023-09-18,20.0,11.5166
2023-09-19,0.25,12.185
2023-09-19,0.5,12.1574
2023-09-19,0.75,12.131
2023-09-19,1.0,12.1058
2023-09-19,2.0,12.0142
2023-09-19,3.0,11.9373
2023-09-19,5.0,11.8237
2023-09-19,7.0,11.7499
2023-09-19,10.0,11.6868
2023-09-19,15.0,11.645
2023-09-19,20.0,11.6247
2023-09-20,0.25,12.1355
2023-09-20,0.5,12.1208
2023-09-20,0.75,12.1068
2023-09-20,1.0,12.0927
2023-09-20,2.0,12.0348
2023-09-20,3.0,11.9756
2023-09-20,5.0,11.8763
2023-09-20,7.0,11.8013
2023-09-20,10.0,11.7273
2023-09-20,15.0,11.6767
2023-09-20,20.0,11.6536
2023-09-21,0.25,12.1866
2023-09-21,0.5,12.2053
2023-09-21,0.75,12.204
2023-09-21,1.0,12.1897
2023-09-21,2.0,12.0812
2023-09-21,3.0,11.9728
2023-09-21,5.0,11.8409
2023-09-21,7.0,11.7756
2023-09-21,10.0,11.72
2023-09-21,15.0,11.6706
2023-09-21,20.0,11.6448
2023-09-22,0.25,12.373
2023-09-22,0.5,12.3535
2023-09-22,0.75,12.3249
2023-09-22,1.0,12.2908
2023-09-22,2.0,12.1457
2023-09-22,3.0,12.0299
2023-09-22,5.0,11.8887
2023-09-22,7.0,11.809
2023-09-22,10.0,11.7299
2023-09-22,15.0,11.6628
2023-09-22,20.0,11.629
2023-09-25,0.25,12.2576
2023-09-25,0.5,12.2562
2023-09-25,0.75,12.2491
2023-09-25,1.0,12.2351
2023-09-25,2.0,12.1497
2023-09-25,3.0,12.0649
2023-09-25,5.0,11.9402
2023-09-25,7.0,11.855
2023-09-25,10.0,11.7605
2023-09-25,15.0,11.6527
2023-09-25,20.0,11.593
2023-09-26,0.25,12.4953
2023-09-26,0.5,12.5029
2023-09-26,0.75,12.4711
2023-09-26,1.0,12.4184
2023-09-26,2.0,12.1882
2023-09-26,3.0,12.0435
2023-09-26,5.0,11.9279
2023-09-26,7.0,11.8804
2023-09-26,10.0,11.8197
2023-09-26,15.0,11.7544
2023-09-26,20.0,11.7274
2023-09-27,0.25,12.2569
2023-09-27,0.5,12.3965
2023-09-27,0.75,12.4364
2023-09-27,1.0,12.4199
2023-09-27,2.0,12.2155
2023-09-27,3.0,12.0736
2023-09-27,5.0,11.9571
2023-09-27,7.0,11.9039
2023-09-27,10.0,11.835
2023-09-27,15.0,11.7623
2023-09-27,20.0,11.7249
2023-09-28,0.25,12.3937
2023-09-28,0.5,12.4962
2023-09-28,0.75,12.5363
2023-09-28,1.0,12.5373
2023-09-28,2.0,12.4008
2023-09-28,3.0,12.2591
2023-09-28,5.0,12.0919
2023-09-28,7.0,12.0004
2023-09-28,10.0,11.9068
2023-09-28,15.0,11.83
2023-09-28,20.0,11.7969
2023-09-29,0.25,12.381
2023-09-29,0.5,12.5301
2023-09-29,0.75,12.5752
2023-09-29,1.0,12.5657
2023-09-29,2.0,12.387
2023-09-29,3.0,12.2379
2023-09-29,5.0,12.0811
2023-09-29,7.0,12.0008
2023-09-29,10.0,11.9343
2023-09-29,15.0,11.8986
2023-09-29,20.0,11.89
2023-10-02,0.25,12.3527
2023-10-02,0.5,12.4884
2023-10-02,0.75,12.5651
2023-10-02,1.0,12.6011
2023-10-02,2.0,12.5493
2023-10-02,3.0,12.4144
2023-10-02,5.0,12.2028
2023-10-02,7.0,12.0792
2023-10-02,10.0,11.9731
2023-10-02,15.0,11.8905
2023-10-02,20.0,11.855
2023-10-03,0.25,12.366
2023-10-03,0.5,12.4607
2023-10-03,0.75,12.5214
2023-10-03,1.0,12.5562
2023-10-03,2.0,12.5466
2023-10-03,3.0,12.4473
2023-10-03,5.0,12.2503
2023-10-03,7.0,12.1112
2023-10-03,10.0,11.9738
2023-10-03,15.0,11.8607
2023-10-03,20.0,11.8095
2023-10-04,0.25,12.5847
2023-10-04,0.5,12.6192
2023-10-04,0.75,12.6393
2023-10-04,1.0,12.6472
2023-10-04,2.0,12.6092
2023-10-04,3.0,12.5364
2023-10-04,5.0,12.3903
2023-10-04,7.0,12.2481
2023-10-04,10.0,12.0495
2023-10-04,15.0,11.8449
2023-10-04,20.0,11.7478
2023-10-05,0.25,12.1642
2023-10-05,0.5,12.4026
2023-10-05,0.75,12.5603
2023-10-05,1.0,12.6582
2023-10-05,2.0,12.7225
2023-10-05,3.0,12.5986
2023-10-05,5.0,12.3384
2023-10-05,7.0,12.1666
2023-10-05,10.0,12.0072
2023-10-05,15.0,11.8777
2023-10-05,20.0,11.8195
2023-10-06,0.25,11.8988
2023-10-06,0.5,12.2938
2023-10-06,0.75,12.5391
2023-10-06,1.0,12.6775
2023-10-06,2.0,12.7324
2023-10-06,3.0,12.5821
2023-10-06,5.0,12.3527
2023-10-06,7.0,12.2143
2023-10-06,10.0,12.0483
2023-10-06,15.0,11.8839
2023-10-06,20.0,11.8176
2023-10-09,0.25,11.7705
2023-10-09,0.5,12.2631
2023-10-09,0.75,12.5533
2023-10-09,1.0,12.7114
2023-10-09,2.0,12.7666
2023-10-09,3.0,12.5983
2023-10-09,5.0,12.3447
2023-10-09,7.0,12.206
2023-10-09,10.0,12.0884
2023-10-09,15.0,12.0138
2023-10-09,20.0,11.9866
2023-10-10,0.25,11.6955
2023-10-10,0.5,12.1613
2023-10-10,0.75,12.449
2023-10-10,1.0,12.6158
2023-10-10,2.0,12.7255
2023-10-10,3.0,12.5995
2023-10-10,5.0,12.407
2023-10-10,7.0,12.2939
2023-10-10,10.0,12.1505
2023-10-10,15.0,12.0081
2023-10-10,20.0,11.948
2023-10-11,0.25,11.5506
2023-10-11,0.5,12.1682
2023-10-11,0.75,12.4627
2023-10-11,1.0,12.5852
2023-10-11,2.0,12.5434
2023-10-11,3.0,12.4084
2023-10-11,5.0,12.2581
2023-10-11,7.0,12.1811
2023-10-11,10.0,12.1228
2023-10-11,15.0,12.1097
2023-10-11,20.0,12.1128
2023-10-12,0.25,11.6511
2023-10-12,0.5,12.2774
2023-10-12,0.75,12.511
2023-10-12,1.0,12.5719
2023-10-12,2.0,12.4425
2023-10-12,3.0,12.3195
2023-10-12,5.0,12.1847
2023-10-12,7.0,12.1008
2023-10-12,10.0,12.0302
2023-10-12,15.0,12.0238
2023-10-12,20.0,12.0415
2023-10-13,0.25,11.5979
2023-10-13,0.5,12.2167
2023-10-13,0.75,12.4484
2023-10-13,1.0,12.5102
2023-10-13,2.0,12.3885
2023-10-13,3.0,12.2699
2023-10-13,5.0,12.1486
2023-10-13,7.0,12.0841
2023-10-13,10.0,12.0395
2023-10-13,15.0,12.046
2023-10-13,20.0,12.0562
2023-10-16,0.25,11.6552
2023-10-16,0.5,12.023
2023-10-16,0.75,12.2177
2023-10-16,1.0,12.3157
2023-10-16,2.0,12.354
2023-10-16,3.0,12.2792
2023-10-16,5.0,12.1778
2023-10-16,7.0,12.1236
2023-10-16,10.0,12.0808
2023-10-16,15.0,12.0562
2023-10-16,20.0,12.0454
2023-10-17,0.25,12.0085
2023-10-17,0.5,12.0606
2023-10-17,0.75,12.1109
2023-10-17,1.0,12.1593
2023-10-17,2.0,12.2946
2023-10-17,3.0,12.3274
2023-10-17,5.0,12.3169
2023-10-17,7.0,12.2807
2023-10-17,10.0,12.224
2023-10-17,15.0,12.1618
2023-10-17,20.0,12.1301
2023-10-18,0.25,11.766
2023-10-18,0.5,11.9147
2023-10-18,0.75,12.0409
2023-10-18,1.0,12.1534
2023-10-18,2.0,12.4259
2023-10-18,3.0,12.4584
2023-10-18,5.0,12.4039
2023-10-18,7.0,12.3531
2023-10-18,10.0,12.3052
2023-10-18,15.0,12.2676
2023-10-18,20.0,12.2501
2023-10-19,0.25,11.9852
2023-10-19,0.5,12.0767
2023-10-19,0.75,12.151
2023-10-19,1.0,12.2154
2023-10-19,2.0,12.3819
2023-10-19,3.0,12.4428
2023-10-19,5.0,12.4304
2023-10-19,7.0,12.3762
2023-10-19,10.0,12.3101
2023-10-19,15.0,12.2523
2023-10-19,20.0,12.2264
2023-10-20,0.25,11.8919
2023-10-20,0.5,12.0162
2023-10-20,0.75,12.1194
2023-10-20,1.0,12.2063
2023-10-20,2.0,12.4175
2023-10-20,3.0,12.4818
2023-10-20,5.0,12.4635
2023-10-20,7.0,12.4016
2023-10-20,10.0,12.3222
2023-10-20,15.0,12.2487
2023-10-20,20.0,12.2148
2023-10-23,0.25,12.114
2023-10-23,0.5,12.236
2023-10-23,0.75,12.3151
2023-10-23,1.0,12.3672
2023-10-23,2.0,12.4291
2023-10-23,3.0,12.405
2023-10-23,5.0,12.3256
2023-10-23,7.0,12.265
2023-10-23,10.0,12.1988
2023-10-23,15.0,12.1347
2023-10-23,20.0,12.0931
2023-10-24,0.25,12.3521
2023-10-24,0.5,12.369
2023-10-24,0.75,12.3901
2023-10-24,1.0,12.4157
2023-10-24,2.0,12.4787
2023-10-24,3.0,12.4391
2023-10-24,5.0,12.3678
2023-10-24,7.0,12.3244
2023-10-24,10.0,12.272
2023-10-24,15.0,12.2119
2023-10-24,20.0,12.174
2023-10-25,0.25,12.5203
2023-10-25,0.5,12.4853
2023-10-25,0.75,12.4561
2023-10-25,1.0,12.4376
2023-10-25,2.0,12.4095
2023-10-25,3.0,12.392
2023-10-25,5.0,12.3557
2023-10-25,7.0,12.3187
2023-10-25,10.0,12.2691
2023-10-25,15.0,12.2173
2023-10-25,20.0,12.1869
2023-10-26,0.25,12.4642
2023-10-26,0.5,12.4413
2023-10-26,0.75,12.4272
2023-10-26,1.0,12.4258
2023-10-26,2.0,12.449
2023-10-26,3.0,12.4337
2023-10-26,5.0,12.383
2023-10-26,7.0,12.3475
2023-10-26,10.0,12.3273
2023-10-26,15.0,12.3155
2023-10-26,20.0,12.313
2023-10-27,0.25,13.4007
2023-10-27,0.5,13.376
2023-10-27,0.75,13.3483
2023-10-27,1.0,13.3042
2023-10-27,2.0,13.0401
2023-10-27,3.0,12.7546
2023-10-27,5.0,12.4328
2023-10-27,7.0,12.2965
2023-10-27,10.0,12.1948
2023-10-27,15.0,12.0992
2023-10-27,20.0,12.0423
2023-10-30,0.25,13.4222
2023-10-30,0.5,13.3718
2023-10-30,0.75,13.3296
2023-10-30,1.0,13.2858
2023-10-30,2.0,13.0478
2023-10-30,3.0,12.7458
2023-10-30,5.0,12.4825
2023-10-30,7.0,12.4416
2023-10-30,10.0,12.4405
2023-10-30,15.0,12.4417
2023-10-30,20.0,12.4367
2023-10-31,0.25,13.1282
2023-10-31,0.5,13.057
2023-10-31,0.75,12.9988
2023-10-31,1.0,12.9497
2023-10-31,2.0,12.777
2023-10-31,3.0,12.6077
2023-10-31,5.0,12.479
2023-10-31,7.0,12.4751
2023-10-31,10.0,12.4992
2023-10-31,15.0,12.5545
2023-10-31,20.0,12.6007
2023-11-01,0.25,13.0548
2023-11-01,0.5,12.995
2023-11-01,0.75,12.947
2023-11-01,1.0,12.9064
2023-11-01,2.0,12.7154
2023-11-01,3.0,12.4563
2023-11-01,5.0,12.2197
2023-11-01,7.0,12.1902
2023-11-01,10.0,12.232
2023-11-01,15.0,12.3247
2023-11-01,20.0,12.4009
2023-11-02,0.25,13.0181
2023-11-02,0.5,12.9273
2023-11-02,0.75,12.8387
2023-11-02,1.0,12.7458
2023-11-02,2.0,12.4253
2023-11-02,3.0,12.2452
2023-11-02,5.0,12.0962
2023-11-02,7.0,12.0683
2023-11-02,10.0,12.0945
2023-11-02,15.0,12.1819
2023-11-02,20.0,12.2498
2023-11-03,0.25,13.1023
2023-11-03,0.5,12.8526
2023-11-03,0.75,12.6502
2023-11-03,1.0,12.4864
2023-11-03,2.0,12.0955
2023-11-03,3.0,11.9423
2023-11-03,5.0,11.9047
2023-11-03,7.0,11.9549
2023-11-03,10.0,12.0295
2023-11-03,15.0,12.1236
2023-11-03,20.0,12.186
2023-11-06,0.25,13.1179
2023-11-06,0.5,12.6444
2023-11-06,0.75,12.3364
2023-11-06,1.0,12.1378
2023-11-06,2.0,11.8663
2023-11-06,3.0,11.8568
2023-11-06,5.0,11.9196
2023-11-06,7.0,11.9636
2023-11-06,10.0,12.0025
2023-11-06,15.0,12.0399
2023-11-06,20.0,12.0649
2023-11-07,0.25,12.9539
2023-11-07,0.5,12.7726
2023-11-07,0.75,12.6276
2023-11-07,1.0,12.5145
2023-11-07,2.0,12.2175
2023-11-07,3.0,12.0134
2023-11-07,5.0,11.8976
2023-11-07,7.0,11.9195
2023-11-07,10.0,11.958
2023-11-07,15.0,11.9835
2023-11-07,20.0,11.9868
2023-11-08,0.25,13.1128
2023-11-08,0.5,12.7536
2023-11-08,0.75,12.4874
2023-11-08,1.0,12.2955
2023-11-08,2.0,11.9447
2023-11-08,3.0,11.8698
2023-11-08,5.0,11.8962
2023-11-08,7.0,11.9365
2023-11-08,10.0,11.9686
2023-11-08,15.0,11.9847
2023-11-08,20.0,11.9841
2023-11-09,0.25,12.7637
2023-11-09,0.5,12.5212
2023-11-09,0.75,12.3203
2023-11-09,1.0,12.1496
2023-11-09,2.0,11.7237
2023-11-09,3.0,11.5792
2023-11-09,5.0,11.5761
2023-11-09,7.0,11.6603
2023-11-09,10.0,11.7694
2023-11-09,15.0,11.8612
2023-11-09,20.0,11.8978
2023-11-10,0.25,12.6552
2023-11-10,0.5,12.3764
2023-11-10,0.75,12.1588
2023-11-10,1.0,11.9931
2023-11-10,2.0,11.6393
2023-11-10,3.0,11.5202
2023-11-10,5.0,11.577
2023-11-10,7.0,11.6991
2023-11-10,10.0,11.8157
2023-11-10,15.0,11.9185
2023-11-10,20.0,11.9761
2023-11-13,0.25,12.7573
2023-11-13,0.5,12.3579
2023-11-13,0.75,12.092
2023-11-13,1.0,11.9314
2023-11-13,2.0,11.7333
2023-11-13,3.0,11.664
2023-11-13,5.0,11.7528
2023-11-13,7.0,11.8714
2023-11-13,10.0,11.9542
2023-11-13,15.0,12.0125
2023-11-13,20.0,12.0377
2023-11-14,0.25,12.9559
2023-11-14,0.5,12.5565
2023-11-14,0.75,12.2884
2023-11-14,1.0,12.1187
2023-11-14,2.0,11.8761
2023-11-14,3.0,11.7988
2023-11-14,5.0,11.8356
2023-11-14,7.0,11.9123
2023-11-14,10.0,11.98
2023-11-14,15.0,12.0178
2023-11-14,20.0,12.0259
2023-11-15,0.25,12.7138
2023-11-15,0.5,12.4072
2023-11-15,0.75,12.184
2023-11-15,1.0,12.0312
2023-11-15,2.0,11.7855
2023-11-15,3.0,11.7494
2023-11-15,5.0,11.811
2023-11-15,7.0,11.8757
2023-11-15,10.0,11.9369
2023-11-15,15.0,11.9937
2023-11-15,20.0,12.0281
2023-11-16,0.25,12.4584
2023-11-16,0.5,12.2754
2023-11-16,0.75,12.1386
2023-11-16,1.0,12.0455
2023-11-16,2.0,11.8696
2023-11-16,3.0,11.7707
2023-11-16,5.0,11.7585
2023-11-16,7.0,11.8179
2023-11-16,10.0,11.8923
2023-11-16,15.0,11.9586
2023-11-16,20.0,11.9901
2023-11-17,0.25,12.7733
2023-11-17,0.5,12.2691
2023-11-17,0.75,12.0205
2023-11-17,1.0,11.9024
2023-11-17,2.0,11.7996
2023-11-17,3.0,11.7591
2023-11-17,5.0,11.7499
2023-11-17,7.0,11.7758
2023-11-17,10.0,11.8018
2023-11-17,15.0,11.801
2023-11-17,20.0,11.7856
2023-11-20,0.25,12.4625
2023-11-20,0.5,12.0834
2023-11-20,0.75,11.9411
2023-11-20,1.0,11.8967
2023-11-20,2.0,11.8659
2023-11-20,3.0,11.749
2023-11-20,5.0,11.6838
2023-11-20,7.0,11.7282
2023-11-20,10.0,11.7812
2023-11-20,15.0,11.798
2023-11-20,20.0,11.7884
2023-11-21,0.25,12.4541
2023-11-21,0.5,12.0249
2023-11-21,0.75,11.8372
2023-11-21,1.0,11.7558
2023-11-21,2.0,11.6748
2023-11-21,3.0,11.6326
2023-11-21,5.0,11.6691
2023-11-21,7.0,11.7519
2023-11-21,10.0,11.8237
2023-11-21,15.0,11.8461
2023-11-21,20.0,11.83
2023-11-22,0.25,12.457
2023-11-22,0.5,11.9408
2023-11-22,0.75,11.7241
2023-11-22,1.0,11.6365
2023-11-22,2.0,11.5699
2023-11-22,3.0,11.5328
2023-11-22,5.0,11.5713
2023-11-22,7.0,11.6539
2023-11-22,10.0,11.7244
2023-11-22,15.0,11.7466
2023-11-22,20.0,11.733
2023-11-23,0.25,12.5474
2023-11-23,0.5,11.9428
2023-11-23,0.75,11.642
2023-11-23,1.0,11.5062
2023-11-23,2.0,11.4715
2023-11-23,3.0,11.5221
2023-11-23,5.0,11.6063
2023-11-23,7.0,11.6709
2023-11-23,10.0,11.724
2023-11-23,15.0,11.7497
2023-11-23,20.0,11.7504
2023-11-24,0.25,13.4988
2023-11-24,0.5,12.2636
2023-11-24,0.75,11.7422
2023-11-24,1.0,11.5407
2023-11-24,2.0,11.5111
2023-11-24,3.0,11.5733
2023-11-24,5.0,11.6415
2023-11-24,7.0,11.6851
2023-11-24,10.0,11.7237
2023-11-24,15.0,11.7436
2023-11-24,20.0,11.7456
2023-11-27,0.25,13.2916
2023-11-27,0.5,12.1514
2023-11-27,0.75,11.7083
2023-11-27,1.0,11.5509
2023-11-27,2.0,11.5214
2023-11-27,3.0,11.5416
2023-11-27,5.0,11.6052
2023-11-27,7.0,11.679
2023-11-27,10.0,11.7445
2023-11-27,15.0,11.7769
2023-11-27,20.0,11.7779
2023-11-28,0.25,13.1477
2023-11-28,0.5,12.1262
2023-11-28,0.75,11.7375
2023-11-28,1.0,11.6048
2023-11-28,2.0,11.5743
2023-11-28,3.0,11.5432
2023-11-28,5.0,11.5679
2023-11-28,7.0,11.6469
2023-11-28,10.0,11.7259
2023-11-28,15.0,11.7675
2023-11-28,20.0,11.7721
2023-11-29,0.25,13.3032
2023-11-29,0.5,12.046
2023-11-29,0.75,11.5783
2023-11-29,1.0,11.4331
2023-11-29,2.0,11.4903
2023-11-29,3.0,11.5305
2023-11-29,5.0,11.5877
2023-11-29,7.0,11.6515
2023-11-29,10.0,11.7111
2023-11-29,15.0,11.7438
2023-11-29,20.0,11.7502
2023-11-30,0.25,13.5113
2023-11-30,0.5,12.1653
2023-11-30,0.75,11.6572
2023-11-30,1.0,11.4969
2023-11-30,2.0,11.5598
2023-11-30,3.0,11.5958
2023-11-30,5.0,11.6378
2023-11-30,7.0,11.6899
2023-11-30,10.0,11.7402
2023-11-30,15.0,11.7687
2023-11-30,20.0,11.7756
2023-12-01,0.25,14.1772
2023-12-01,0.5,13.0554
2023-12-01,0.75,12.6064
2023-12-01,1.0,12.4165
2023-12-01,2.0,12.1273
2023-12-01,3.0,11.8473
2023-12-01,5.0,11.697
2023-12-01,7.0,11.7792
2023-12-01,10.0,11.8849
2023-12-01,15.0,11.9244
2023-12-01,20.0,11.9171
2023-12-04,0.25,14.219
2023-12-04,0.5,13.2582
2023-12-04,0.75,12.78
2023-12-04,1.0,12.5292
2023-12-04,2.0,12.168
2023-12-04,3.0,11.9848
2023-12-04,5.0,11.8663
2023-12-04,7.0,11.8723
2023-12-04,10.0,11.8956
2023-12-04,15.0,11.8924
2023-12-04,20.0,11.8757
2023-12-05,0.25,14.6492
2023-12-05,0.5,13.314
2023-12-05,0.75,12.7259
2023-12-05,1.0,12.4642
2023-12-05,2.0,12.2041
2023-12-05,3.0,12.0553
2023-12-05,5.0,11.9537
2023-12-05,7.0,11.9686
2023-12-05,10.0,12.0012
2023-12-05,15.0,12.0097
2023-12-05,20.0,12.0016
2023-12-06,0.25,14.2418
2023-12-06,0.5,13.0165
2023-12-06,0.75,12.5148
2023-12-06,1.0,12.3178
2023-12-06,2.0,12.1837
2023-12-06,3.0,12.065
2023-12-06,5.0,11.9875
2023-12-06,7.0,12.02
2023-12-06,10.0,12.0684
2023-12-06,15.0,12.0859
2023-12-06,20.0,12.0806
2023-12-07,0.25,14.3836
2023-12-07,0.5,13.1083
2023-12-07,0.75,12.5733
2023-12-07,1.0,12.3611
2023-12-07,2.0,12.2351
2023-12-07,3.0,12.1294
2023-12-07,5.0,12.0612
2023-12-07,7.0,12.0961
2023-12-07,10.0,12.1466
2023-12-07,15.0,12.1862
2023-12-07,20.0,12.2055
2023-12-08,0.25,14.6388
2023-12-08,0.5,13.1739
2023-12-08,0.75,12.5643
2023-12-08,1.0,12.3342
2023-12-08,2.0,12.2732
2023-12-08,3.0,12.2146
