date,tenor,yield
2022-01-13,0.5,9.0122
2022-01-13,0.75,9.0416
2022-01-13,1.0,9.0665
2022-01-13,2.0,9.1411
2022-01-13,3.0,9.1965
2022-01-13,5.0,9.2396
2022-01-13,7.0,9.1927
2022-01-13,10.0,9.0421
2022-01-13,15.0,8.8558
2022-01-13,20.0,8.7399
2022-01-14,0.25,9.252
2022-01-14,0.5,9.297
2022-01-14,0.75,9.3353
2022-01-14,1.0,9.3661
2022-01-14,2.0,9.4398
2022-01-14,3.0,9.4691
2022-01-14,5.0,9.4635
2022-01-14,7.0,9.3979
2022-01-14,10.0,9.252
2022-01-14,15.0,9.0436
2022-01-14,20.0,8.8932
2022-01-17,0.25,9.4433
2022-01-17,0.5,9.4947
2022-01-17,0.75,9.5315
2022-01-17,1.0,9.5524
2022-01-17,2.0,9.5671
2022-01-17,3.0,9.5738
2022-01-17,5.0,9.5849
2022-01-17,7.0,9.5546
2022-01-17,10.0,9.4401
2022-01-17,15.0,9.2311
2022-01-17,20.0,9.0654
2022-01-18,0.25,9.5887
2022-01-18,0.5,9.6198
2022-01-18,0.75,9.6422
2022-01-18,1.0,9.6564
2022-01-18,2.0,9.6605
2022-01-18,3.0,9.6323
2022-01-18,5.0,9.5764
2022-01-18,7.0,9.5043
2022-01-18,10.0,9.3701
2022-01-18,15.0,9.1826
2022-01-18,20.0,9.0463
2022-01-19,0.25,9.5475
2022-01-19,0.5,9.5745
2022-01-19,0.75,9.5914
2022-01-19,1.0,9.5941
2022-01-19,2.0,9.5451
2022-01-19,3.0,9.4922
2022-01-19,5.0,9.4224
2022-01-19,7.0,9.3523
2022-01-19,10.0,9.2226
2022-01-19,15.0,9.0344
2022-01-19,20.0,8.897
2022-01-20,0.25,9.6334
2022-01-20,0.5,9.6501
2022-01-20,0.75,9.6595
2022-01-20,1.0,9.6589
2022-01-20,2.0,9.6164
2022-01-20,3.0,9.5724
2022-01-20,5.0,9.499
2022-01-20,7.0,9.4197
2022-01-20,10.0,9.2866
2022-01-20,15.0,9.1006
2022-01-20,20.0,8.9673
2022-01-21,0.25,9.79
2022-01-21,0.5,9.7846
2022-01-21,0.75,9.7734
2022-01-21,1.0,9.7572
2022-01-21,2.0,9.6889
2022-01-21,3.0,9.6548
2022-01-21,5.0,9.6011
2022-01-21,7.0,9.5159
2022-01-21,10.0,9.3517
2022-01-21,15.0,9.1616
2022-01-21,20.0,9.0457
2022-01-24,0.25,9.9813
2022-01-24,0.5,9.981
2022-01-24,0.75,9.9765
2022-01-24,1.0,9.9686
2022-01-24,2.0,9.9367
2022-01-24,3.0,9.9291
2022-01-24,5.0,9.9014
2022-01-24,7.0,9.832
2022-01-24,10.0,9.6906
2022-01-24,15.0,9.5178
2022-01-24,20.0,9.4018
2022-01-25,0.25,9.9943
2022-01-25,0.5,9.9932
2022-01-25,0.75,9.9881
2022-01-25,1.0,9.98
2022-01-25,2.0,9.9504
2022-01-25,3.0,9.9496
2022-01-25,5.0,9.9446
2022-01-25,7.0,9.8912
2022-01-25,10.0,9.7544
2022-01-25,15.0,9.5767
2022-01-25,20.0,9.4545
2022-01-26,0.25,9.8999
2022-01-26,0.5,9.9132
2022-01-26,0.75,9.9289
2022-01-26,1.0,9.9457
2022-01-26,2.0,9.9837
2022-01-26,3.0,9.9606
2022-01-26,5.0,9.9157
2022-01-26,7.0,9.8609
2022-01-26,10.0,9.7472
2022-01-26,15.0,9.574
2022-01-26,20.0,9.4462
2022-01-27,0.25,9.7851
2022-01-27,0.5,9.7914
2022-01-27,0.75,9.7871
2022-01-27,1.0,9.7722
2022-01-27,2.0,9.6972
2022-01-27,3.0,9.6745
2022-01-27,5.0,9.6529
2022-01-27,7.0,9.6014
2022-01-27,10.0,9.4778
2022-01-27,15.0,9.3068
2022-01-27,20.0,9.1885
2022-01-28,0.25,9.736
2022-01-28,0.5,9.7409
2022-01-28,0.75,9.7416
2022-01-28,1.0,9.7388
2022-01-28,2.0,9.7195
2022-01-28,3.0,9.7102
2022-01-28,5.0,9.6748
2022-01-28,7.0,9.6102
2022-01-28,10.0,9.4904
2022-01-28,15.0,9.3305
2022-01-28,20.0,9.2204
2022-01-31,0.25,9.7037
2022-01-31,0.5,9.7183
2022-01-31,0.75,9.7237
2022-01-31,1.0,9.7187
2022-01-31,2.0,9.671
2022-01-31,3.0,9.6475
2022-01-31,5.0,9.6028
2022-01-31,7.0,9.5387
2022-01-31,10.0,9.4241
2022-01-31,15.0,9.2699
2022-01-31,20.0,9.1623
2022-02-01,0.25,9.7288
2022-02-01,0.5,9.7185
2022-02-01,0.75,9.7039
2022-02-01,1.0,9.6886
2022-02-01,2.0,9.642
2022-02-01,3.0,9.6309
2022-02-01,5.0,9.5975
2022-02-01,7.0,9.534
2022-02-01,10.0,9.4162
2022-02-01,15.0,9.2584
2022-02-01,20.0,9.1504
2022-02-02,0.25,9.6371
2022-02-02,0.5,9.6373
2022-02-02,0.75,9.6348
2022-02-02,1.0,9.6303
2022-02-02,2.0,9.6007
2022-02-02,3.0,9.5702
2022-02-02,5.0,9.5294
2022-02-02,7.0,9.4704
2022-02-02,10.0,9.3448
2022-02-02,15.0,9.1823
2022-02-02,20.0,9.076
2022-02-03,0.25,9.6517
2022-02-03,0.5,9.6501
2022-02-03,0.75,9.6465
2022-02-03,1.0,9.641
2022-02-03,2.0,9.6095
2022-02-03,3.0,9.5783
2022-02-03,5.0,9.5437
2022-02-03,7.0,9.5012
2022-02-03,10.0,9.4033
2022-02-03,15.0,9.2513
2022-02-03,20.0,9.1351
2022-02-04,0.25,9.6694
2022-02-04,0.5,9.6571
2022-02-04,0.75,9.6425
2022-02-04,1.0,9.6276
2022-02-04,2.0,9.575
2022-02-04,3.0,9.544
2022-02-04,5.0,9.5093
2022-02-04,7.0,9.4627
2022-02-04,10.0,9.3606
2022-02-04,15.0,9.2115
2022-02-04,20.0,9.0987
2022-02-07,0.25,9.6874
2022-02-07,0.5,9.6791
2022-02-07,0.75,9.6682
2022-02-07,1.0,9.6561
2022-02-07,2.0,9.6074
2022-02-07,3.0,9.5731
2022-02-07,5.0,9.5287
2022-02-07,7.0,9.4803
2022-02-07,10.0,9.3873
2022-02-07,15.0,9.2469
2022-02-07,20.0,9.1391
2022-02-08,0.25,9.7289
2022-02-08,0.5,9.7149
2022-02-08,0.75,9.6992
2022-02-08,1.0,9.6828
2022-02-08,2.0,9.6209
2022-02-08,3.0,9.5764
2022-02-08,5.0,9.5183
2022-02-08,7.0,9.4652
2022-02-08,10.0,9.3783
2022-02-08,15.0,9.2631
2022-02-08,20.0,9.1783
2022-02-09,0.25,9.7606
2022-02-09,0.5,9.7423
2022-02-09,0.75,9.7234
2022-02-09,1.0,9.705
2022-02-09,2.0,9.6391
2022-02-09,3.0,9.5906
2022-02-09,5.0,9.5249
2022-02-09,7.0,9.4609
2022-02-09,10.0,9.3595
2022-02-09,15.0,9.2532
2022-02-09,20.0,9.1864
2022-02-10,0.25,9.7754
2022-02-10,0.5,9.7634
2022-02-10,0.75,9.7519
2022-02-10,1.0,9.7402
2022-02-10,2.0,9.686
2022-02-10,3.0,9.6254
2022-02-10,5.0,9.5433
2022-02-10,7.0,9.4844
2022-02-10,10.0,9.4057
2022-02-10,15.0,9.3097
2022-02-10,20.0,9.2453
2022-02-11,0.25,10.1537
2022-02-11,0.5,10.1267
2022-02-11,0.75,10.1097
2022-02-11,1.0,10.1045
2022-02-11,2.0,10.1117
2022-02-11,3.0,10.0798
2022-02-11,5.0,9.9732
2022-02-11,7.0,9.8647
2022-02-11,10.0,9.7356
2022-02-11,15.0,9.5916
2022-02-11,20.0,9.4978
2022-02-14,0.25,10.3148
2022-02-14,0.5,10.3122
2022-02-14,0.75,10.3164
2022-02-14,1.0,10.3277
2022-02-14,2.0,10.384
2022-02-14,3.0,10.3978
2022-02-14,5.0,10.3378
2022-02-14,7.0,10.2169
2022-02-14,10.0,10.0197
2022-02-14,15.0,9.7998
2022-02-14,20.0,9.6613
2022-02-15,0.25,10.0685
2022-02-15,0.5,10.1182
2022-02-15,0.75,10.157
2022-02-15,1.0,10.1779
2022-02-15,2.0,10.1732
2022-02-15,3.0,10.1247
2022-02-15,5.0,10.0074
2022-02-15,7.0,9.8885
2022-02-15,10.0,9.7301
2022-02-15,15.0,9.5475
2022-02-15,20.0,9.4349
2022-02-16,0.25,10.0124
2022-02-16,0.5,10.0559
2022-02-16,0.75,10.0858
2022-02-16,1.0,10.1046
2022-02-16,2.0,10.1085
2022-02-16,3.0,10.0569
2022-02-16,5.0,9.9078
2022-02-16,7.0,9.7645
2022-02-16,10.0,9.6041
2022-02-16,15.0,9.4808
2022-02-16,20.0,9.4212
2022-02-17,0.25,10.1093
2022-02-17,0.5,10.1654
2022-02-17,0.75,10.2057
2022-02-17,1.0,10.23
2022-02-17,2.0,10.2332
2022-02-17,3.0,10.1709
2022-02-17,5.0,10.005
2022-02-17,7.0,9.8568
2022-02-17,10.0,9.6944
2022-02-17,15.0,9.5445
2022-02-17,20.0,9.4632
2022-02-18,0.25,10.1843
2022-02-18,0.5,10.2157
2022-02-18,0.75,10.2374
2022-02-18,1.0,10.2506
2022-02-18,2.0,10.2467
2022-02-18,3.0,10.1941
2022-02-18,5.0,10.0474
2022-02-18,7.0,9.9081
2022-02-18,10.0,9.7485
2022-02-18,15.0,9.5955
2022-02-18,20.0,9.5129
2022-02-21,0.25,11.1471
2022-02-21,0.5,11.1557
2022-02-21,0.75,11.1463
2022-02-21,1.0,11.1214
2022-02-21,2.0,11.0014
2022-02-21,3.0,10.9554
2022-02-21,5.0,10.8498
2022-02-21,7.0,10.7129
2022-02-21,10.0,10.5092
2022-02-21,15.0,10.2795
2022-02-21,20.0,10.1426
2022-02-22,0.25,11.4563
2022-02-22,0.5,11.4603
2022-02-22,0.75,11.4525
2022-02-22,1.0,11.4366
2022-02-22,2.0,11.3417
2022-02-22,3.0,11.2543
2022-02-22,5.0,11.0993
2022-02-22,7.0,10.9605
2022-02-22,10.0,10.7806
2022-02-22,15.0,10.5904
2022-02-22,20.0,10.4855
2022-02-24,0.25,16.8822
2022-02-24,0.5,16.7035
2022-02-24,0.75,16.5086
2022-02-24,1.0,16.3104
2022-02-24,2.0,15.6557
2022-02-24,3.0,15.3365
2022-02-24,5.0,14.9611
2022-02-24,7.0,14.3642
2022-02-24,10.0,13.1559
2022-02-24,15.0,11.9509
2022-02-24,20.0,11.3156
2022-02-25,0.25,13.7739
2022-02-25,0.5,13.6899
2022-02-25,0.75,13.5799
2022-02-25,1.0,13.4543
2022-02-25,2.0,13.0902
2022-02-25,3.0,13.109
2022-02-25,5.0,13.1968
2022-02-25,7.0,13.0449
2022-02-25,10.0,12.5155
2022-02-25,15.0,11.7636
2022-02-25,20.0,11.2117
2022-03-21,0.25,17.2225
2022-03-21,0.5,17.0099
2022-03-21,0.75,16.7961
2022-03-21,1.0,16.5827
2022-03-21,2.0,15.8212
2022-03-21,3.0,15.2834
2022-03-21,5.0,14.6212
2022-03-21,7.0,14.153
2022-03-21,10.0,13.5674
2022-03-21,15.0,13.032
2022-03-21,20.0,12.7797
2022-03-22,0.25,17.5652
2022-03-22,0.5,17.018
2022-03-22,0.75,16.5407
2022-03-22,1.0,16.1218
2022-03-22,2.0,14.9192
2022-03-22,3.0,14.2715
2022-03-22,5.0,13.7975
2022-03-22,7.0,13.5874
2022-03-22,10.0,13.2225
2022-03-22,15.0,12.8161
2022-03-22,20.0,12.6294
2022-03-23,0.25,17.8667
2022-03-23,0.5,17.29
2022-03-23,0.75,16.8008
2022-03-23,1.0,16.3797
2022-03-23,2.0,15.1678
2022-03-23,3.0,14.455
2022-03-23,5.0,13.972
2022-03-23,7.0,13.8484
2022-03-23,10.0,13.6341
2022-03-23,15.0,13.3442
2022-03-23,20.0,13.1923
2022-03-24,0.25,17.8192
2022-03-24,0.5,17.2949
2022-03-24,0.75,16.8465
2022-03-24,1.0,16.4581
2022-03-24,2.0,15.2393
2022-03-24,3.0,14.3365
2022-03-24,5.0,13.5977
2022-03-24,7.0,13.4385
2022-03-24,10.0,13.3567
2022-03-24,15.0,13.2612
2022-03-24,20.0,13.1907
2022-03-25,0.25,17.475
2022-03-25,0.5,17.0132
2022-03-25,0.75,16.6076
2022-03-25,1.0,16.249
2022-03-25,2.0,15.1004
2022-03-25,3.0,14.2428
2022-03-25,5.0,13.4169
2022-03-25,7.0,13.1886
2022-03-25,10.0,13.1842
2022-03-25,15.0,13.3379
2022-03-25,20.0,13.4639
2022-03-28,0.25,17.5652
2022-03-28,0.5,17.0768
2022-03-28,0.75,16.6435
2022-03-28,1.0,16.2529
2022-03-28,2.0,15.0098
2022-03-28,3.0,14.1597
2022-03-28,5.0,13.426
2022-03-28,7.0,13.2606
2022-03-28,10.0,13.2643
2022-03-28,15.0,13.3925
2022-03-28,20.0,13.4928
2022-03-29,0.25,17.1203
2022-03-29,0.5,16.5667
2022-03-29,0.75,16.0794
2022-03-29,1.0,15.6523
2022-03-29,2.0,14.3524
2022-03-29,3.0,13.4824
2022-03-29,5.0,12.6908
2022-03-29,7.0,12.4767
2022-03-29,10.0,12.4461
2022-03-29,15.0,12.5447
2022-03-29,20.0,12.636
2022-03-30,0.25,15.4239
2022-03-30,0.5,14.9164
2022-03-30,0.75,14.4791
2022-03-30,1.0,14.0978
2022-03-30,2.0,13.0231
2022-03-30,3.0,12.4645
2022-03-30,5.0,12.109
2022-03-30,7.0,12.0004
2022-03-30,10.0,11.7827
2022-03-30,15.0,11.5157
2022-03-30,20.0,11.3938
2022-03-31,0.25,15.1448
2022-03-31,0.5,14.5731
2022-03-31,0.75,14.092
2022-03-31,1.0,13.6857
2022-03-31,2.0,12.5652
2022-03-31,3.0,11.9239
2022-03-31,5.0,11.3963
2022-03-31,7.0,11.2628
2022-03-31,10.0,11.2326
2022-03-31,15.0,11.1838
2022-03-31,20.0,11.1325
2022-04-01,0.25,15.0558
2022-04-01,0.5,14.5169
2022-04-01,0.75,14.066
2022-04-01,1.0,13.6903
2022-04-01,2.0,12.7258
2022-04-01,3.0,12.265
2022-04-01,5.0,11.8188
2022-04-01,7.0,11.5736
2022-04-01,10.0,11.3592
2022-04-01,15.0,11.2603
2022-04-01,20.0,11.2341
2022-04-04,0.25,15.5537
2022-04-04,0.5,14.8336
2022-04-04,0.75,14.2744
2022-04-04,1.0,13.8373
2022-04-04,2.0,12.8405
2022-04-04,3.0,12.4413
2022-04-04,5.0,12.1173
2022-04-04,7.0,11.9473
2022-04-04,10.0,11.7801
2022-04-04,15.0,11.6717
2022-04-04,20.0,11.6365
2022-04-05,0.25,15.2805
2022-04-05,0.5,14.6701
2022-04-05,0.75,14.1733
2022-04-05,1.0,13.7648
2022-04-05,2.0,12.7537
2022-04-05,3.0,12.3255
2022-04-05,5.0,12.0274
2022-04-05,7.0,11.9012
2022-04-05,10.0,11.7586
2022-04-05,15.0,11.6632
2022-04-05,20.0,11.6323
2022-04-06,0.25,15.2151
2022-04-06,0.5,14.6418
2022-04-06,0.75,14.1742
2022-04-06,1.0,13.7925
2022-04-06,2.0,12.8473
2022-04-06,3.0,12.4214
2022-04-06,5.0,12.1068
2022-04-06,7.0,11.9945
2022-04-06,10.0,11.9222
2022-04-06,15.0,11.9349
2022-04-06,20.0,11.9527
2022-04-07,0.25,15.0933
2022-04-07,0.5,14.4508
2022-04-07,0.75,13.9447
2022-04-07,1.0,13.5449
2022-04-07,2.0,12.6276
2022-04-07,3.0,12.273
2022-04-07,5.0,12.0415
2022-04-07,7.0,11.9426
2022-04-07,10.0,11.8352
2022-04-07,15.0,11.7793
2022-04-07,20.0,11.7731
2022-04-08,0.25,13.9491
2022-04-08,0.5,13.2232
2022-04-08,0.75,12.6673
2022-04-08,1.0,12.2386
2022-04-08,2.0,11.3271
2022-04-08,3.0,11.0571
2022-04-08,5.0,10.9544
2022-04-08,7.0,10.9409
2022-04-08,10.0,10.9376
2022-04-08,15.0,10.9496
2022-04-08,20.0,10.9659
2022-04-11,0.25,14.6193
2022-04-11,0.5,13.6712
2022-04-11,0.75,12.9564
2022-04-11,1.0,12.4156
2022-04-11,2.0,11.3048
2022-04-11,3.0,10.9879
2022-04-11,5.0,10.8521
2022-04-11,7.0,10.8163
2022-04-11,10.0,10.7959
2022-04-11,15.0,10.7941
2022-04-11,20.0,10.802
2022-04-12,0.25,15.6666
2022-04-12,0.5,14.011
2022-04-12,0.75,12.9659
2022-04-12,1.0,12.3006
2022-04-12,2.0,11.279
2022-04-12,3.0,11.034
2022-04-12,5.0,10.8897
2022-04-12,7.0,10.835
2022-04-12,10.0,10.8007
2022-04-12,15.0,10.7758
2022-04-12,20.0,10.7647
2022-04-13,0.25,15.1756
2022-04-13,0.5,13.4452
2022-04-13,0.75,12.4785
2022-04-13,1.0,11.9185
2022-04-13,2.0,11.1207
2022-04-13,3.0,10.8917
2022-04-13,5.0,10.7226
2022-04-13,7.0,10.6588
2022-04-13,10.0,10.6133
2022-04-13,15.0,10.5824
2022-04-13,20.0,10.571
2022-04-14,0.25,15.2936
2022-04-14,0.5,13.3535
2022-04-14,0.75,12.3639
2022-04-14,1.0,11.8307
2022-04-14,2.0,11.1232
2022-04-14,3.0,10.9223
2022-04-14,5.0,10.7445
2022-04-14,7.0,10.6562
2022-04-14,10.0,10.5935
2022-04-14,15.0,10.5562
2022-04-14,20.0,10.5439
2022-04-15,0.25,14.5777
2022-04-15,0.5,13.1608
2022-04-15,0.75,12.3669
2022-04-15,1.0,11.905
2022-04-15,2.0,11.2268
2022-04-15,3.0,11.0019
2022-04-15,5.0,10.7937
2022-04-15,7.0,10.6909
2022-04-15,10.0,10.6159
2022-04-15,15.0,10.5741
2022-04-15,20.0,10.5675
2022-04-18,0.25,14.1457
2022-04-18,0.5,13.0783
2022-04-18,0.75,12.3111
2022-04-18,1.0,11.7685
2022-04-18,2.0,10.7873
2022-04-18,3.0,10.5381
2022-04-18,5.0,10.434
2022-04-18,7.0,10.3975
2022-04-18,10.0,10.3644
2022-04-18,15.0,10.3287
2022-04-18,20.0,10.3019
2022-04-19,0.25,13.9512
2022-04-19,0.5,12.2503
2022-04-19,0.75,11.3916
2022-04-19,1.0,10.946
2022-04-19,2.0,10.4474
2022-04-19,3.0,10.3608
2022-04-19,5.0,10.3012
2022-04-19,7.0,10.2721
2022-04-19,10.0,10.2459
2022-04-19,15.0,10.2241
2022-04-19,20.0,10.215
2022-04-20,0.25,14.6033
2022-04-20,0.5,12.5116
2022-04-20,0.75,11.4412
2022-04-20,1.0,10.8826
2022-04-20,2.0,10.2637
2022-04-20,3.0,10.1628
2022-04-20,5.0,10.1024
2022-04-20,7.0,10.0753
2022-04-20,10.0,10.0486
2022-04-20,15.0,10.0249
2022-04-20,20.0,10.0138
2022-04-21,0.25,14.4378
2022-04-21,0.5,12.6095
2022-04-21,0.75,11.5263
2022-04-21,1.0,10.8811
2022-04-21,2.0,10.0343
2022-04-21,3.0,9.9113
2022-04-21,5.0,9.8738
2022-04-21,7.0,9.8589
2022-04-21,10.0,9.8431
2022-04-21,15.0,9.8271
2022-04-21,20.0,9.8171
2022-04-22,0.25,14.4576
2022-04-22,0.5,12.4727
2022-04-22,0.75,11.3746
2022-04-22,1.0,10.7645
2022-04-22,2.0,10.0615
2022-04-22,3.0,9.9735
2022-04-22,5.0,9.939
2022-04-22,7.0,9.922
2022-04-22,10.0,9.9052
2022-04-22,15.0,9.8912
2022-04-22,20.0,9.8838
2022-04-25,0.25,14.6525
2022-04-25,0.5,12.5144
2022-04-25,0.75,11.3628
2022-04-25,1.0,10.7393
2022-04-25,2.0,10.0627
2022-04-25,3.0,10.0051
2022-04-25,5.0,9.999
2022-04-25,7.0,9.9928
2022-04-25,10.0,9.9799
2022-04-25,15.0,9.9592
2022-04-25,20.0,9.9415
2022-04-26,0.25,14.6003
2022-04-26,0.5,12.5517
2022-04-26,0.75,11.3552
2022-04-26,1.0,10.658
2022-04-26,2.0,9.8204
2022-04-26,3.0,9.7612
2022-04-26,5.0,9.8002
2022-04-26,7.0,9.8204
2022-04-26,10.0,9.8278
2022-04-26,15.0,9.8237
2022-04-26,20.0,9.8156
2022-04-27,0.25,13.7916
2022-04-27,0.5,12.0791
2022-04-27,0.75,11.0526
2022-04-27,1.0,10.4543
2022-04-27,2.0,9.82
2022-04-27,3.0,9.8772
2022-04-27,5.0,10.0345
2022-04-27,7.0,10.1008
2022-04-27,10.0,10.1459
2022-04-27,15.0,10.1785
2022-04-27,20.0,10.1922
2022-04-28,0.25,13.058
2022-04-28,0.5,11.4768
2022-04-28,0.75,10.6036
2022-04-28,1.0,10.1428
2022-04-28,2.0,9.826
2022-04-28,3.0,9.983
2022-04-28,5.0,10.1859
2022-04-28,7.0,10.2698
2022-04-28,10.0,10.3384
2022-04-28,15.0,10.4039
2022-04-28,20.0,10.4446
2022-04-29,0.25,13.0936
2022-04-29,0.5,11.6152
2022-04-29,0.75,10.7166
2022-04-29,1.0,10.1899
2022-04-29,2.0,9.6751
2022-04-29,3.0,9.8107
2022-04-29,5.0,10.0846
2022-04-29,7.0,10.2186
2022-04-29,10.0,10.3225
2022-04-29,15.0,10.4136
2022-04-29,20.0,10.4662
2022-05-04,0.25,13.6968
2022-05-04,0.5,12.1792
2022-05-04,0.75,11.2108
2022-05-04,1.0,10.6064
2022-05-04,2.0,9.8535
2022-05-04,3.0,9.8847
2022-05-04,5.0,10.1068
2022-05-04,7.0,10.2304
2022-05-04,10.0,10.3203
2022-05-04,15.0,10.3886
2022-05-04,20.0,10.4238
2022-05-05,0.25,13.9162
2022-05-05,0.5,12.2441
2022-05-05,0.75,11.2484
2022-05-05,1.0,10.669
2022-05-05,2.0,10.0642
2022-05-05,3.0,10.1328
2022-05-05,5.0,10.3047
2022-05-05,7.0,10.3802
2022-05-05,10.0,10.4369
2022-05-05,15.0,10.4955
2022-05-05,20.0,10.5365
2022-05-06,0.25,13.3337
2022-05-06,0.5,11.677
2022-05-06,0.75,10.8052
2022-05-06,1.0,10.3638
2022-05-06,2.0,10.0645
2022-05-06,3.0,10.1735
2022-05-06,5.0,10.305
2022-05-06,7.0,10.3553
2022-05-06,10.0,10.3933
2022-05-06,15.0,10.4303
2022-05-06,20.0,10.4537
2022-05-11,0.25,12.9344
2022-05-11,0.5,11.3348
2022-05-11,0.75,10.5829
2022-05-11,1.0,10.2493
2022-05-11,2.0,10.1225
2022-05-11,3.0,10.2321
2022-05-11,5.0,10.3365
2022-05-11,7.0,10.3741
2022-05-11,10.0,10.3983
2022-05-11,15.0,10.4172
2022-05-11,20.0,10.4294
2022-05-12,0.25,12.6779
2022-05-12,0.5,11.171
2022-05-12,0.75,10.4764
2022-05-12,1.0,10.1832
2022-05-12,2.0,10.1392
2022-05-12,3.0,10.2718
2022-05-12,5.0,10.3857
2022-05-12,7.0,10.4232
2022-05-12,10.0,10.4483
2022-05-12,15.0,10.4777
2022-05-12,20.0,10.4988
2022-05-13,0.25,12.7885
2022-05-13,0.5,11.4664
2022-05-13,0.75,10.7208
2022-05-13,1.0,10.32
2022-05-13,2.0,10.0235
2022-05-13,3.0,10.1457
2022-05-13,5.0,10.3197
2022-05-13,7.0,10.3923
2022-05-13,10.0,10.4437
2022-05-13,15.0,10.4946
2022-05-13,20.0,10.5266
2022-05-16,0.25,12.2267
2022-05-16,0.5,11.0658
2022-05-16,0.75,10.4772
2022-05-16,1.0,10.2009
2022-05-16,2.0,10.1275
2022-05-16,3.0,10.2751
2022-05-16,5.0,10.4029
2022-05-16,7.0,10.4363
2022-05-16,10.0,10.4643
2022-05-16,15.0,10.5076
2022-05-16,20.0,10.5459
2022-05-17,0.25,13.1712
2022-05-17,0.5,12.029
2022-05-17,0.75,11.2694
2022-05-17,1.0,10.7798
2022-05-17,2.0,10.1194
2022-05-17,3.0,10.1086
2022-05-17,5.0,10.2715
2022-05-17,7.0,10.3698
2022-05-17,10.0,10.4506
2022-05-17,15.0,10.5298
2022-05-17,20.0,10.5809
2022-05-18,0.25,13.096
2022-05-18,0.5,11.8854
2022-05-18,0.75,11.1413
2022-05-18,1.0,10.6987
2022-05-18,2.0,10.2196
2022-05-18,3.0,10.263
2022-05-18,5.0,10.3847
2022-05-18,7.0,10.4311
2022-05-18,10.0,10.4688
2022-05-18,15.0,10.5192
2022-05-18,20.0,10.5626
2022-05-19,0.25,13.1797
2022-05-19,0.5,11.9919
2022-05-19,0.75,11.2322
2022-05-19,1.0,10.758
2022-05-19,2.0,10.1481
2022-05-19,3.0,10.1317
2022-05-19,5.0,10.2362
2022-05-19,7.0,10.2916
2022-05-19,10.0,10.3309
2022-05-19,15.0,10.3716
2022-05-19,20.0,10.3992
2022-05-20,0.25,13.0734
2022-05-20,0.5,11.9855
2022-05-20,0.75,11.2772
2022-05-20,1.0,10.8227
2022-05-20,2.0,10.1946
2022-05-20,3.0,10.1478
2022-05-20,5.0,10.2157
2022-05-20,7.0,10.2495
2022-05-20,10.0,10.2721
2022-05-20,15.0,10.2949
2022-05-20,20.0,10.3137
2022-05-23,0.25,13.1316
2022-05-23,0.5,12.0205
2022-05-23,0.75,11.3413
2022-05-23,1.0,10.929
2022-05-23,2.0,10.3948
2022-05-23,3.0,10.3194
2022-05-23,5.0,10.2806
2022-05-23,7.0,10.2592
2022-05-23,10.0,10.2627
2022-05-23,15.0,10.2775
2022-05-23,20.0,10.295
2022-05-24,0.25,13.0171
2022-05-24,0.5,11.927
2022-05-24,0.75,11.2859
2022-05-24,1.0,10.9111
2022-05-24,2.0,10.4371
2022-05-24,3.0,10.3478
2022-05-24,5.0,10.2743
2022-05-24,7.0,10.2268
2022-05-24,10.0,10.1912
2022-05-24,15.0,10.1779
2022-05-24,20.0,10.1819
2022-05-25,0.25,12.0709
2022-05-25,0.5,11.106
2022-05-25,0.75,10.589
2022-05-25,1.0,10.3099
2022-05-25,2.0,9.9813
2022-05-25,3.0,9.8656
2022-05-25,5.0,9.704
2022-05-25,7.0,9.5967
2022-05-25,10.0,9.5097
2022-05-25,15.0,9.4522
2022-05-25,20.0,9.4567
2022-05-26,0.25,11.045
2022-05-26,0.5,10.6008
2022-05-26,0.75,10.312
2022-05-26,1.0,10.1235
2022-05-26,2.0,9.8123
2022-05-26,3.0,9.7063
2022-05-26,5.0,9.5893
2022-05-26,7.0,9.5114
2022-05-26,10.0,9.4445
2022-05-26,15.0,9.3952
2022-05-26,20.0,9.3832
2022-05-27,0.25,10.5937
2022-05-27,0.5,10.3664
2022-05-27,0.75,10.2066
2022-05-27,1.0,10.101
2022-05-27,2.0,9.9325
2022-05-27,3.0,9.8477
2022-05-27,5.0,9.6928
2022-05-27,7.0,9.5678
2022-05-27,10.0,9.4656
2022-05-27,15.0,9.3981
2022-05-27,20.0,9.3838
2022-05-30,0.25,10.6501
2022-05-30,0.5,10.3317
2022-05-30,0.75,10.1495
2022-05-30,1.0,10.0476
2022-05-30,2.0,9.9309
2022-05-30,3.0,9.8752
2022-05-30,5.0,9.7438
2022-05-30,7.0,9.6092
2022-05-30,10.0,9.474
2022-05-30,15.0,9.4362
2022-05-30,20.0,9.4602
2022-05-31,0.25,10.7995
2022-05-31,0.5,10.4597
2022-05-31,0.75,10.2367
2022-05-31,1.0,10.09
2022-05-31,2.0,9.8527
2022-05-31,3.0,9.7822
2022-05-31,5.0,9.6775
2022-05-31,7.0,9.5784
2022-05-31,10.0,9.4794
2022-05-31,15.0,9.4347
2022-05-31,20.0,9.4395
2022-06-01,0.25,10.4412
2022-06-01,0.5,10.0341
2022-06-01,0.75,9.8093
2022-06-01,1.0,9.6788
2022-06-01,2.0,9.4711
2022-06-01,3.0,9.3748
2022-06-01,5.0,9.2961
2022-06-01,7.0,9.2656
2022-06-01,10.0,9.2339
2022-06-01,15.0,9.2098
2022-06-01,20.0,9.2061
