date,close,secid
2021-07-20,296.1,SBER
2021-07-21,294.86,SBER
2021-07-22,297.27,SBER
2021-07-23,296.38,SBER
2021-07-26,303.34,SBER
2021-07-27,299.71,SBER
2021-07-28,302.9,SBER
2021-07-29,303.12,SBER
2021-07-30,305.59,SBER
2021-08-02,306.51,SBER
2021-08-03,309.89,SBER
2021-08-04,311.1,SBER
2021-08-05,315.82,SBER
2021-08-06,319.15,SBER
2021-08-09,326.91,SBER
2021-08-10,330.11,SBER
2021-08-11,329.9,SBER
2021-08-12,328.57,SBER
2021-08-13,328.68,SBER
2021-08-16,329.36,SBER
2021-08-17,334.5,SBER
2021-08-18,334.9,SBER
2021-08-19,332.69,SBER
2021-08-20,325.67,SBER
2021-08-23,329.22,SBER
2021-08-24,324.83,SBER
2021-08-25,324.57,SBER
2021-08-26,322.54,SBER
2021-08-27,327.41,SBER
2021-08-30,328.28,SBER
2021-08-31,327.94,SBER
2021-09-01,334.57,SBER
2021-09-02,329.0,SBER
2021-09-03,329.71,SBER
2021-09-06,329.37,SBER
2021-09-07,325.96,SBER
2021-09-08,331.7,SBER
2021-09-09,326.01,SBER
2021-09-10,326.25,SBER
2021-09-13,327.41,SBER
2021-09-14,326.48,SBER
2021-09-15,333.51,SBER
2021-09-16,326.99,SBER
2021-09-17,329.56,SBER
2021-09-20,326.92,SBER
2021-09-21,323.25,SBER
2021-09-22,327.8,SBER
2021-09-23,327.02,SBER
2021-09-24,325.44,SBER
2021-09-27,331.68,SBER
2021-09-28,329.3,SBER
2021-09-29,328.43,SBER
2021-09-30,340.99,SBER
2021-10-01,338.48,SBER
2021-10-04,345.85,SBER
2021-10-05,363.2,SBER
2021-10-06,364.28,SBER
2021-10-07,368.93,SBER
2021-10-08,373.01,SBER
2021-10-11,387.6,SBER
2021-10-12,377.79,SBER
2021-10-13,378.8,SBER
2021-10-14,376.09,SBER
2021-10-15,371.82,SBER
2021-10-18,364.6,SBER
2021-10-19,373.18,SBER
2021-10-20,370.16,SBER
2021-10-21,364.6,SBER
2021-10-22,364.37,SBER
2021-10-25,369.99,SBER
2021-10-26,372.16,SBER
2021-10-27,371.36,SBER
2021-10-28,365.36,SBER
2021-10-29,356.14,SBER
2021-11-01,370.96,SBER
2021-11-02,370.7,SBER
2021-11-03,370.13,SBER
2021-11-05,360.21,SBER
2021-11-08,358.39,SBER
2021-11-09,357.44,SBER
2021-11-10,348.65,SBER
2021-11-11,356.24,SBER
2021-11-12,347.59,SBER
2021-11-15,344.39,SBER
2021-11-16,337.91,SBER
2021-11-17,339.89,SBER
2021-11-18,336.93,SBER
2021-11-19,327.56,SBER
2021-11-22,309.15,SBER
2021-11-23,326.84,SBER
2021-11-24,321.22,SBER
2021-11-25,317.29,SBER
2021-11-26,304.42,SBER
2021-11-29,316.57,SBER
2021-11-30,315.0,SBER
2021-12-01,324.4,SBER
2021-12-02,326.8,SBER
2021-12-03,320.66,SBER
2021-12-06,307.5,SBER
2021-12-07,309.79,SBER
2021-12-08,296.95,SBER
2021-12-09,300.4,SBER
2021-12-10,297.44,SBER
2021-12-13,280.64,SBER
2021-12-14,284.9,SBER
2021-12-15,286.65,SBER
2021-12-16,295.89,SBER
2021-12-17,294.9,SBER
2021-12-20,288.4,SBER
2021-12-21,291.7,SBER
2021-12-22,294.0,SBER
2021-12-23,292.8,SBER
2021-12-24,293.89,SBER
2021-12-27,295.68,SBER
2021-12-28,295.0,SBER
2021-12-29,293.51,SBER
2021-12-30,293.49,SBER
2022-01-03,305.47,SBER
2022-01-04,304.24,SBER
2022-01-05,287.01,SBER
2022-01-06,293.92,SBER
2022-01-07,,SBER
2022-01-10,291.69,SBER
2022-01-11,291.88,SBER
2022-01-12,290.4,SBER
2022-01-13,272.5,SBER
2022-01-14,261.0,SBER
2022-01-17,257.78,SBER
2022-01-18,234.7,SBER
2022-01-19,244.86,SBER
2022-01-20,254.61,SBER
2022-01-21,246.9,SBER
2022-01-24,236.97,SBER
2022-01-25,239.59,SBER
2022-01-26,236.9,SBER
2022-01-27,254.29,SBER
2022-01-28,257.82,SBER
2022-01-31,269.42,SBER
2022-02-01,264.7,SBER
2022-02-02,261.0,SBER
2022-02-03,250.79,SBER
2022-02-04,256.53,SBER
2022-02-07,257.61,SBER
2022-02-08,269.8,SBER
2022-02-09,279.09,SBER
2022-02-10,275.2,SBER
2022-02-11,260.83,SBER
2022-02-14,256.7,SBER
2022-02-15,274.0,SBER
2022-02-16,277.78,SBER
2022-02-17,260.58,SBER
2022-02-18,250.28,SBER
2022-02-21,201.0,SBER
2022-02-22,208.53,SBER
2022-02-23,,SBER
2022-02-24,132.18,SBER
2022-02-25,131.12,SBER
2022-02-28,,SBER
2022-03-01,,SBER
2022-03-02,,SBER
2022-03-03,,SBER
2022-03-04,,SBER
2022-03-09,,SBER
2022-03-10,,SBER
2022-03-11,,SBER
2022-03-14,,SBER
2022-03-15,,SBER
2022-03-16,,SBER
2022-03-17,,SBER
2022-03-18,,SBER
2022-03-21,,SBER
2022-03-22,,SBER
2022-03-23,,SBER
2022-03-24,136.24,SBER
2022-03-25,131.5,SBER
2022-03-28,125.0,SBER
2022-03-29,128.77,SBER
2022-03-30,134.6,SBER
2022-03-31,143.69,SBER
2022-04-01,154.5,SBER
2022-04-04,166.0,SBER
2022-04-05,154.1,SBER
2022-04-06,141.6,SBER
2022-04-07,147.5,SBER
2022-04-08,143.72,SBER
2022-04-11,138.69,SBER
2022-04-12,135.38,SBER
2022-04-13,135.5,SBER
2022-04-14,129.05,SBER
2022-04-15,130.88,SBER
2022-04-18,123.85,SBER
2022-04-19,120.3,SBER
2022-04-20,121.5,SBER
2022-04-21,118.65,SBER
2022-04-22,116.97,SBER
2022-04-25,111.9,SBER
2022-04-26,122.36,SBER
2022-04-27,131.11,SBER
2022-04-28,123.85,SBER
2022-04-29,128.8,SBER
2022-05-04,123.2,SBER
2022-05-05,124.8,SBER
2022-05-06,123.1,SBER
2022-05-11,123.34,SBER
2022-05-12,119.15,SBER
2022-05-13,120.2,SBER
2022-05-16,123.41,SBER
2022-05-17,127.75,SBER
2022-05-18,125.12,SBER
2022-05-19,125.6,SBER
2022-05-20,122.2,SBER
2022-05-23,119.46,SBER
2022-05-24,123.6,SBER
2022-05-25,124.15,SBER
2022-05-26,123.0,SBER
2022-05-27,121.22,SBER
2022-05-30,120.67,SBER
2022-05-31,118.3,SBER
2022-06-01,121.97,SBER
2022-06-02,119.0,SBER
2022-06-03,119.21,SBER
2022-06-06,118.78,SBER
2022-06-07,118.32,SBER
2022-06-08,119.9,SBER
2022-06-09,118.2,SBER
2022-06-10,118.07,SBER
2022-06-14,118.98,SBER
2022-06-15,121.14,SBER
2022-06-16,123.73,SBER
2022-06-17,123.88,SBER
2022-06-20,131.29,SBER
2022-06-21,129.1,SBER
2022-06-22,133.11,SBER
2022-06-23,136.85,SBER
2022-06-24,137.76,SBER
2022-06-27,141.15,SBER
2022-06-28,139.99,SBER
2022-06-29,132.8,SBER
2022-06-30,125.2,SBER
2022-07-01,129.91,SBER
2022-07-04,131.43,SBER
2022-07-05,133.5,SBER
2022-07-06,134.0,SBER
2022-07-07,133.09,SBER
2022-07-08,133.3,SBER
2022-07-11,126.8,SBER
2022-07-12,129.0,SBER
2022-07-13,126.0,SBER
2022-07-14,125.9,SBER
2022-07-15,128.9,SBER
2022-07-18,128.11,SBER
2022-07-19,127.76,SBER
2022-07-20,126.44,SBER
2022-07-21,125.48,SBER
2022-07-22,128.82,SBER
2022-07-25,131.45,SBER
2022-07-26,132.9,SBER
2022-07-27,132.5,SBER
2022-07-28,131.72,SBER
2022-07-29,131.9,SBER
2022-08-01,127.34,SBER
2022-08-02,127.53,SBER
2022-08-03,126.85,SBER
2022-08-04,126.95,SBER
2022-08-05,122.4,SBER
2022-08-08,123.81,SBER
2022-08-09,126.4,SBER
2022-08-10,126.2,SBER
2022-08-11,123.45,SBER
2022-08-12,124.88,SBER
2022-08-15,125.0,SBER
2022-08-16,126.39,SBER
2022-08-17,124.5,SBER
2022-08-18,126.3,SBER
2022-08-19,125.2,SBER
2022-08-22,126.06,SBER
2022-08-23,130.38,SBER
2022-08-24,128.15,SBER
2022-08-25,128.18,SBER
2022-08-26,130.4,SBER
2022-08-29,131.17,SBER
2022-08-30,130.05,SBER
2022-08-31,134.25,SBER
2022-09-01,138.2,SBER
2022-09-02,143.8,SBER
2022-09-05,141.0,SBER
2022-09-06,137.23,SBER
2022-09-07,136.86,SBER
2022-09-08,134.51,SBER
2022-09-09,138.15,SBER
2022-09-12,138.7,SBER
2022-09-13,137.0,SBER
2022-09-14,138.9,SBER
2022-09-15,139.48,SBER
2022-09-16,137.73,SBER
2022-09-19,138.04,SBER
2022-09-20,125.1,SBER
2022-09-21,120.23,SBER
2022-09-22,124.31,SBER
2022-09-23,119.39,SBER
2022-09-26,107.06,SBER
2022-09-27,112.92,SBER
2022-09-28,111.06,SBER
2022-09-29,110.41,SBER
2022-09-30,110.21,SBER
2022-10-03,114.35,SBER
2022-10-04,110.55,SBER
2022-10-05,108.51,SBER
2022-10-06,108.24,SBER
2022-10-07,101.5,SBER
2022-10-10,106.71,SBER
2022-10-11,107.72,SBER
2022-10-12,105.9,SBER
2022-10-13,106.5,SBER
2022-10-14,107.78,SBER
2022-10-17,112.44,SBER
2022-10-18,110.88,SBER
2022-10-19,112.39,SBER
2022-10-20,116.98,SBER
2022-10-21,119.45,SBER
2022-10-24,118.8,SBER
2022-10-25,124.36,SBER
2022-10-26,124.43,SBER
2022-10-27,126.61,SBER
2022-10-28,126.97,SBER
2022-10-31,126.72,SBER
2022-11-01,127.05,SBER
2022-11-02,125.49,SBER
2022-11-03,125.75,SBER
2022-11-07,132.0,SBER
2022-11-08,131.29,SBER
2022-11-09,127.3,SBER
2022-11-10,136.68,SBER
2022-11-11,136.98,SBER
2022-11-14,139.8,SBER
2022-11-15,135.66,SBER
2022-11-16,139.18,SBER
2022-11-17,137.57,SBER
2022-11-18,136.89,SBER
2022-11-21,134.46,SBER
2022-11-22,135.65,SBER
2022-11-23,136.59,SBER
2022-11-24,136.61,SBER
2022-11-25,136.53,SBER
2022-11-28,135.53,SBER
2022-11-29,136.37,SBER
2022-11-30,136.78,SBER
2022-12-01,137.15,SBER
2022-12-02,136.66,SBER
2022-12-05,142.0,SBER
2022-12-06,140.61,SBER
2022-12-07,142.32,SBER
2022-12-08,139.92,SBER
2022-12-09,140.03,SBER
2022-12-12,139.48,SBER
2022-12-13,138.13,SBER
2022-12-14,137.3,SBER
2022-12-15,134.55,SBER
2022-12-16,135.45,SBER
2022-12-19,134.64,SBER
2022-12-20,138.28,SBER
2022-12-21,137.75,SBER
2022-12-22,137.69,SBER
2022-12-23,137.94,SBER
2022-12-26,140.95,SBER
2022-12-27,139.9,SBER
2022-12-28,139.51,SBER
2022-12-29,140.96,SBER
2022-12-30,141.15,SBER
2023-01-03,141.78,SBER
2023-01-04,141.43,SBER
2023-01-05,141.27,SBER
2023-01-06,141.4,SBER
2023-01-09,142.4,SBER
2023-01-10,142.81,SBER
2023-01-11,149.96,SBER
2023-01-12,149.3,SBER
2023-01-13,151.69,SBER
2023-01-16,153.71,SBER
2023-01-17,150.45,SBER
2023-01-18,151.47,SBER
2023-01-19,149.34,SBER
2023-01-20,151.38,SBER
2023-01-23,153.5,SBER
2023-01-24,152.66,SBER
2023-01-25,152.81,SBER
2023-01-26,152.4,SBER
2023-01-27,153.2,SBER
2023-01-30,153.38,SBER
2023-01-31,158.07,SBER
2023-02-01,158.29,SBER
2023-02-02,159.45,SBER
2023-02-03,161.26,SBER
2023-02-06,167.09,SBER
2023-02-07,165.39,SBER
2023-02-08,164.15,SBER
2023-02-09,165.31,SBER
2023-02-10,165.52,SBER
2023-02-13,164.32,SBER
2023-02-14,161.86,SBER
2023-02-15,156.25,SBER
2023-02-16,158.22,SBER
2023-02-17,159.73,SBER
2023-02-20,160.09,SBER
2023-02-21,164.15,SBER
2023-02-22,163.37,SBER
2023-02-24,164.3,SBER
2023-02-27,169.95,SBER
2023-02-28,169.82,SBER
2023-03-01,170.53,SBER
2023-03-02,168.05,SBER
2023-03-03,171.16,SBER
2023-03-06,171.84,SBER
2023-03-07,174.01,SBER
2023-03-09,172.55,SBER
2023-03-10,172.53,SBER
2023-03-13,172.15,SBER
2023-03-14,175.71,SBER
2023-03-15,175.3,SBER
2023-03-16,175.45,SBER
2023-03-17,193.59,SBER
2023-03-20,203.73,SBER
2023-03-21,203.32,SBER
2023-03-22,202.89,SBER
2023-03-23,202.58,SBER
2023-03-24,203.57,SBER
2023-03-27,211.84,SBER
2023-03-28,214.03,SBER
2023-03-29,217.99,SBER
2023-03-30,216.87,SBER
2023-03-31,216.6,SBER
2023-04-03,216.09,SBER
2023-04-04,214.83,SBER
2023-04-05,216.15,SBER
2023-04-06,214.25,SBER
2023-04-07,216.27,SBER
2023-04-10,222.21,SBER
2023-04-11,218.6,SBER
2023-04-12,219.22,SBER
2023-04-13,219.85,SBER
2023-04-14,221.87,SBER
2023-04-17,228.1,SBER
2023-04-18,232.66,SBER
2023-04-19,232.95,SBER
2023-04-20,236.28,SBER
2023-04-21,235.17,SBER
2023-04-24,235.1,SBER
2023-04-25,235.3,SBER
2023-04-26,235.21,SBER
2023-04-27,240.38,SBER
2023-04-28,240.38,SBER
2023-05-02,242.62,SBER
2023-05-03,235.77,SBER
2023-05-04,238.89,SBER
2023-05-05,237.7,SBER
2023-05-08,238.27,SBER
2023-05-10,227.06,SBER
2023-05-11,229.32,SBER
2023-05-12,229.29,SBER
2023-05-15,231.7,SBER
2023-05-16,230.62,SBER
2023-05-17,230.55,SBER
2023-05-18,231.7,SBER
2023-05-19,231.27,SBER
2023-05-22,231.0,SBER
2023-05-23,236.43,SBER
2023-05-24,246.06,SBER
2023-05-25,243.76,SBER
2023-05-26,248.1,SBER
2023-05-29,251.18,SBER
2023-05-30,244.65,SBER
2023-05-31,246.17,SBER
2023-06-01,241.66,SBER
2023-06-02,243.95,SBER
2023-06-05,237.12,SBER
2023-06-06,240.91,SBER
2023-06-07,241.25,SBER
2023-06-08,241.77,SBER
2023-06-09,240.4,SBER
2023-06-13,244.33,SBER
2023-06-14,244.6,SBER
2023-06-15,245.18,SBER
2023-06-16,243.87,SBER
2023-06-19,242.28,SBER
2023-06-20,241.74,SBER
2023-06-21,242.2,SBER
2023-06-22,240.66,SBER
2023-06-23,235.67,SBER
2023-06-26,238.4,SBER
2023-06-27,241.21,SBER
2023-06-28,239.67,SBER
2023-06-29,239.99,SBER
2023-06-30,239.61,SBER
2023-07-03,243.33,SBER
2023-07-04,240.7,SBER
2023-07-05,240.95,SBER
2023-07-06,240.96,SBER
2023-07-07,243.67,SBER
2023-07-10,249.4,SBER
2023-07-11,247.99,SBER
2023-07-12,247.52,SBER
2023-07-13,246.19,SBER
2023-07-14,246.45,SBER
2023-07-17,245.39,SBER
2023-07-18,246.77,SBER
2023-07-19,245.85,SBER
2023-07-20,242.7,SBER
2023-07-21,244.13,SBER
2023-07-24,244.87,SBER
2023-07-25,247.2,SBER
2023-07-26,247.05,SBER
2023-07-27,247.95,SBER
2023-07-28,249.25,SBER
2023-07-31,267.4,SBER
2023-08-01,268.5,SBER
2023-08-02,268.57,SBER
2023-08-03,269.11,SBER
2023-08-04,264.12,SBER
2023-08-07,261.92,SBER
2023-08-08,264.62,SBER
2023-08-09,263.91,SBER
2023-08-10,266.91,SBER
2023-08-11,266.23,SBER
2023-08-14,260.45,SBER
2023-08-15,260.42,SBER
2023-08-16,256.02,SBER
2023-08-17,258.5,SBER
2023-08-18,261.14,SBER
2023-08-21,261.15,SBER
2023-08-22,261.45,SBER
2023-08-23,256.4,SBER
2023-08-24,259.63,SBER
2023-08-25,260.5,SBER
2023-08-28,266.93,SBER
2023-08-29,265.68,SBER
2023-08-30,264.7,SBER
2023-08-31,264.85,SBER
2023-09-01,265.0,SBER
2023-09-04,267.39,SBER
2023-09-05,264.75,SBER
2023-09-06,263.5,SBER
2023-09-07,258.79,SBER
2023-09-08,255.68,SBER
2023-09-11,256.25,SBER
2023-09-12,262.4,SBER
2023-09-13,258.18,SBER
2023-09-14,260.0,SBER
2023-09-15,260.83,SBER
2023-09-18,259.07,SBER
2023-09-19,252.72,SBER
2023-09-20,253.77,SBER
2023-09-21,250.16,SBER
2023-09-22,251.99,SBER
2023-09-25,252.65,SBER
2023-09-26,255.87,SBER
2023-09-27,256.1,SBER
2023-09-28,257.67,SBER
2023-09-29,260.72,SBER
2023-10-02,258.98,SBER
2023-10-03,259.65,SBER
2023-10-04,259.53,SBER
2023-10-05,259.38,SBER
2023-10-06,262.93,SBER
2023-10-09,265.25,SBER
2023-10-10,263.0,SBER
2023-10-11,260.21,SBER
2023-10-12,264.5,SBER
2023-10-13,263.51,SBER
2023-10-16,268.15,SBER
2023-10-17,270.0,SBER
2023-10-18,267.9,SBER
2023-10-19,268.65,SBER
2023-10-20,269.8,SBER
2023-10-23,270.1,SBER
2023-10-24,271.27,SBER
2023-10-25,273.73,SBER
2023-10-26,269.9,SBER
2023-10-27,269.7,SBER
2023-10-30,269.89,SBER
2023-10-31,268.35,SBER
2023-11-01,269.68,SBER
2023-11-02,269.06,SBER
2023-11-03,268.54,SBER
2023-11-06,273.42,SBER
2023-11-07,273.31,SBER
2023-11-08,278.15,SBER
2023-11-09,276.65,SBER
2023-11-10,280.19,SBER
2023-11-13,283.97,SBER
2023-11-14,280.87,SBER
2023-11-15,282.89,SBER
2023-11-16,279.7,SBER
2023-11-17,281.6,SBER
2023-11-20,282.91,SBER
2023-11-21,282.79,SBER
2023-11-22,286.16,SBER
2023-11-23,286.19,SBER
2023-11-24,286.85,SBER
2023-11-27,282.33,SBER
2023-11-28,279.91,SBER
2023-11-29,276.8,SBER
2023-11-30,277.5,SBER
2023-12-01,273.97,SBER
2023-12-04,270.96,SBER
2023-12-05,279.62,SBER
2023-12-06,267.58,SBER
2023-12-07,265.12,SBER
2023-12-08,265.16,SBER
2023-12-11,256.89,SBER
2023-12-12,257.6,SBER
2023-12-13,260.45,SBER
2023-12-14,256.64,SBER
2023-12-15,268.21,SBER
2023-12-18,268.4,SBER
2023-12-19,267.35,SBER
2023-12-20,266.61,SBER
2023-12-21,265.19,SBER
2023-12-22,271.3,SBER
2023-12-25,271.08,SBER
2023-12-26,271.9,SBER
2023-12-27,271.08,SBER
2023-12-28,271.74,SBER
2023-12-29,270.82,SBER
2024-01-03,274.56,SBER
2024-01-04,274.12,SBER
2024-01-05,273.62,SBER
2024-01-08,276.76,SBER
2024-01-09,275.28,SBER
2024-01-10,274.49,SBER
2024-01-11,275.71,SBER
2024-01-12,275.84,SBER
2024-01-15,275.96,SBER
2024-01-16,276.01,SBER
2024-01-17,278.0,SBER
2024-01-18,277.07,SBER
2024-01-19,274.86,SBER
2024-01-22,274.93,SBER
2024-01-23,275.9,SBER
2024-01-24,273.77,SBER
2024-01-25,272.81,SBER
2024-01-26,272.65,SBER
2024-01-29,274.05,SBER
2024-01-30,275.67,SBER
2024-01-31,276.0,SBER
2024-02-01,276.86,SBER
2024-02-02,276.74,SBER
2024-02-05,277.84,SBER
2024-02-06,278.67,SBER
2024-02-07,284.41,SBER
2024-02-08,282.17,SBER
2024-02-09,283.5,SBER
2024-02-12,287.28,SBER
2024-02-13,287.07,SBER
2024-02-14,289.06,SBER
2024-02-15,290.24,SBER
2024-02-16,288.33,SBER
2024-02-19,288.93,SBER
2024-02-20,283.9,SBER
2024-02-21,282.0,SBER
2024-02-22,284.77,SBER
2024-02-26,291.25,SBER
2024-02-27,292.52,SBER
2024-02-28,291.75,SBER
2024-02-29,292.19,SBER
2024-03-01,295.38,SBER
2024-03-04,299.17,SBER
2024-03-05,298.4,SBER
2024-03-06,297.71,SBER
2024-03-07,300.4,SBER
2024-03-11,299.79,SBER
2024-03-12,300.9,SBER
2024-03-13,298.85,SBER
2024-03-14,295.83,SBER
2024-03-15,298.3,SBER
2024-03-18,298.87,SBER
2024-03-19,295.2,SBER
2024-03-20,295.4,SBER
2024-03-21,295.62,SBER
2024-03-22,292.99,SBER
2024-03-25,293.9,SBER
2024-03-26,294.11,SBER
2024-03-27,295.1,SBER
2024-03-28,299.0,SBER
2024-03-29,298.72,SBER
2024-04-01,300.43,SBER
2024-04-02,300.38,SBER
2024-04-03,306.72,SBER
2024-04-04,304.61,SBER
2024-04-05,306.1,SBER
2024-04-08,307.75,SBER
2024-04-09,306.76,SBER
2024-04-10,306.48,SBER
2024-04-11,306.95,SBER
2024-04-12,307.1,SBER
2024-04-15,307.99,SBER
2024-04-16,308.29,SBER
2024-04-17,306.59,SBER
2024-04-18,307.99,SBER
2024-04-19,307.38,SBER
2024-04-22,314.99,SBER
2024-04-23,307.39,SBER
2024-04-24,307.94,SBER
2024-04-25,308.41,SBER
2024-04-26,309.0,SBER
2024-04-27,308.98,SBER
2024-04-29,308.97,SBER
2024-04-30,308.24,SBER
2024-05-02,307.37,SBER
2024-05-03,307.53,SBER
2024-05-06,306.01,SBER
2024-05-07,308.22,SBER
2024-05-08,311.21,SBER
2024-05-10,313.49,SBER
2024-05-13,314.85,SBER
2024-05-14,318.12,SBER
2024-05-15,319.7,SBER
2024-05-16,322.91,SBER
2024-05-17,323.16,SBER
2024-05-20,321.08,SBER
2024-05-21,320.64,SBER
2024-05-22,322.93,SBER
2024-05-23,323.54,SBER
2024-05-24,321.0,SBER
2024-05-27,317.09,SBER
2024-05-28,318.22,SBER
2024-05-29,320.38,SBER
2024-05-30,316.63,SBER
2024-05-31,313.11,SBER
2024-06-03,310.95,SBER
2024-06-04,316.49,SBER
2024-06-05,314.72,SBER
2024-06-06,313.08,SBER
2024-06-07,319.9,SBER
2024-06-10,317.28,SBER
2024-06-11,317.8,SBER
2024-06-13,317.71,SBER
2024-06-14,319.35,SBER
2024-06-17,317.65,SBER
2024-06-18,314.34,SBER
2024-06-19,310.7,SBER
2024-06-20,314.15,SBER
2024-06-21,314.14,SBER
2024-06-24,317.25,SBER
2024-06-25,319.8,SBER
2024-06-26,324.55,SBER
2024-06-27,327.16,SBER
2024-06-28,327.15,SBER
2024-07-01,327.1,SBER
2024-07-02,328.37,SBER
2024-07-03,328.2,SBER
2024-07-04,324.66,SBER
2024-07-05,325.0,SBER
2024-07-08,324.07,SBER
2024-07-09,319.99,SBER
2024-07-10,316.68,SBER
2024-07-11,295.87,SBER
2024-07-12,292.21,SBER
2024-07-15,284.38,SBER
2024-07-16,285.25,SBER
2024-07-17,284.68,SBER
2024-07-18,289.83,SBER
2024-07-19,289.9,SBER
2024-07-22,294.71,SBER
2024-07-23,294.39,SBER
2024-07-24,295.69,SBER
2024-07-25,296.37,SBER
2024-07-26,293.3,SBER
2024-07-29,286.58,SBER
2024-07-30,290.0,SBER
2024-07-31,289.3,SBER
2024-08-01,287.21,SBER
2024-08-02,286.04,SBER
2024-08-05,275.49,SBER
2024-08-06,279.4,SBER
2024-08-07,282.2,SBER
2024-08-08,281.09,SBER
2024-08-09,281.44,SBER
2024-08-12,280.74,SBER
2024-08-13,283.92,SBER
2024-08-14,280.32,SBER
2024-08-15,278.01,SBER
2024-08-16,274.6,SBER
2024-08-19,268.17,SBER
2024-08-20,266.2,SBER
2024-08-21,266.93,SBER
2024-08-22,261.6,SBER
2024-08-23,259.5,SBER
2024-08-26,265.39,SBER
2024-08-27,260.5,SBER
2024-08-28,262.47,SBER
2024-08-29,260.31,SBER
2024-08-30,254.45,SBER
2024-09-02,244.31,SBER
2024-09-03,244.04,SBER
2024-09-04,253.01,SBER
2024-09-05,252.82,SBER
2024-09-06,254.77,SBER
