date,close,secid
2021-02-15,5909.5,LKOH
2021-02-16,5868.5,LKOH
2021-02-17,5768.5,LKOH
2021-02-18,5615.0,LKOH
2021-02-19,5656.0,LKOH
2021-02-20,5633.0,LKOH
2021-02-22,5786.0,LKOH
2021-02-24,5788.5,LKOH
2021-02-25,5740.5,LKOH
2021-02-26,5575.5,LKOH
2021-03-01,5634.0,LKOH
2021-03-02,5648.5,LKOH
2021-03-03,5701.0,LKOH
2021-03-04,5806.0,LKOH
2021-03-05,6236.0,LKOH
2021-03-09,6305.0,LKOH
2021-03-10,6127.5,LKOH
2021-03-11,6339.0,LKOH
2021-03-12,6356.0,LKOH
2021-03-15,6472.5,LKOH
2021-03-16,6445.0,LKOH
2021-03-17,6363.0,LKOH
2021-03-18,6083.0,LKOH
2021-03-19,6078.0,LKOH
2021-03-22,6118.0,LKOH
2021-03-23,5961.0,LKOH
2021-03-24,6162.5,LKOH
2021-03-25,6182.0,LKOH
2021-03-26,6283.0,LKOH
2021-03-29,6257.5,LKOH
2021-03-30,6155.0,LKOH
2021-03-31,6111.5,LKOH
2021-04-01,6112.0,LKOH
2021-04-02,6108.5,LKOH
2021-04-05,5990.5,LKOH
2021-04-06,5891.0,LKOH
2021-04-07,5978.0,LKOH
2021-04-08,6008.5,LKOH
2021-04-09,5933.0,LKOH
2021-04-12,6020.0,LKOH
2021-04-13,6044.5,LKOH
2021-04-14,6134.0,LKOH
2021-04-15,6054.5,LKOH
2021-04-16,6066.0,LKOH
2021-04-19,6007.0,LKOH
2021-04-20,5897.0,LKOH
2021-04-21,5946.0,LKOH
2021-04-22,5999.0,LKOH
2021-04-23,5950.0,LKOH
2021-04-26,5919.0,LKOH
2021-04-27,5903.5,LKOH
2021-04-28,5901.0,LKOH
2021-04-29,5926.0,LKOH
2021-04-30,5805.0,LKOH
2021-05-04,5991.0,LKOH
2021-05-05,6122.0,LKOH
2021-05-06,6087.0,LKOH
2021-05-07,6088.0,LKOH
2021-05-10,6118.0,LKOH
2021-05-11,6021.0,LKOH
2021-05-12,6119.0,LKOH
2021-05-13,6040.0,LKOH
2021-05-14,6050.0,LKOH
2021-05-17,5976.0,LKOH
2021-05-18,5994.0,LKOH
2021-05-19,5862.5,LKOH
2021-05-20,5711.0,LKOH
2021-05-21,5800.5,LKOH
2021-05-24,5818.0,LKOH
2021-05-25,5913.0,LKOH
2021-05-26,6016.5,LKOH
2021-05-27,5992.0,LKOH
2021-05-28,5955.0,LKOH
2021-05-31,5993.0,LKOH
2021-06-01,6210.0,LKOH
2021-06-02,6428.0,LKOH
2021-06-03,6474.5,LKOH
2021-06-04,6511.0,LKOH
2021-06-07,6555.0,LKOH
2021-06-08,6504.5,LKOH
2021-06-09,6587.0,LKOH
2021-06-10,6570.0,LKOH
2021-06-11,6518.5,LKOH
2021-06-14,6515.0,LKOH
2021-06-15,6504.5,LKOH
2021-06-16,6591.5,LKOH
2021-06-17,6669.5,LKOH
2021-06-18,6653.0,LKOH
2021-06-21,6697.0,LKOH
2021-06-22,6715.5,LKOH
2021-06-23,6633.0,LKOH
2021-06-24,6725.0,LKOH
2021-06-25,6810.0,LKOH
2021-06-28,6759.0,LKOH
2021-06-29,6685.0,LKOH
2021-06-30,6762.5,LKOH
2021-07-01,7010.0,LKOH
2021-07-02,6849.0,LKOH
2021-07-05,6845.0,LKOH
2021-07-06,6829.0,LKOH
2021-07-07,6782.0,LKOH
2021-07-08,6684.0,LKOH
2021-07-09,6655.0,LKOH
2021-07-12,6611.0,LKOH
2021-07-13,6637.0,LKOH
2021-07-14,6566.0,LKOH
2021-07-15,6430.5,LKOH
2021-07-16,6362.0,LKOH
2021-07-19,6228.0,LKOH
2021-07-20,6307.5,LKOH
2021-07-21,6393.0,LKOH
2021-07-22,6456.0,LKOH
2021-07-23,6433.5,LKOH
2021-07-26,6405.0,LKOH
2021-07-27,6332.5,LKOH
2021-07-28,6415.0,LKOH
2021-07-29,6416.0,LKOH
2021-07-30,6299.0,LKOH
2021-08-02,6308.0,LKOH
2021-08-03,6297.0,LKOH
2021-08-04,6235.0,LKOH
2021-08-05,6312.0,LKOH
2021-08-06,6236.0,LKOH
2021-08-09,6290.0,LKOH
2021-08-10,6423.5,LKOH
2021-08-11,6450.0,LKOH
2021-08-12,6504.5,LKOH
2021-08-13,6429.5,LKOH
2021-08-16,6495.5,LKOH
2021-08-17,6567.5,LKOH
2021-08-18,6445.0,LKOH
2021-08-19,6332.0,LKOH
2021-08-20,6339.5,LKOH
2021-08-23,6475.5,LKOH
2021-08-24,6488.0,LKOH
2021-08-25,6431.0,LKOH
2021-08-26,6343.5,LKOH
2021-08-27,6429.5,LKOH
2021-08-30,6439.0,LKOH
2021-08-31,6283.5,LKOH
2021-09-01,6334.0,LKOH
2021-09-02,6350.5,LKOH
2021-09-03,6330.0,LKOH
2021-09-06,6325.0,LKOH
2021-09-07,6280.0,LKOH
2021-09-08,6341.5,LKOH
2021-09-09,6269.5,LKOH
2021-09-10,6300.0,LKOH
2021-09-13,6420.5,LKOH
2021-09-14,6570.0,LKOH
2021-09-15,6724.5,LKOH
2021-09-16,6664.0,LKOH
2021-09-17,6600.5,LKOH
2021-09-20,6551.0,LKOH
2021-09-21,6605.0,LKOH
2021-09-22,6702.0,LKOH
2021-09-23,6801.0,LKOH
2021-09-24,6825.0,LKOH
2021-09-27,6986.0,LKOH
2021-09-28,6968.0,LKOH
2021-09-29,6992.0,LKOH
2021-09-30,6903.5,LKOH
2021-10-01,6987.5,LKOH
2021-10-04,7134.5,LKOH
2021-10-05,7346.5,LKOH
2021-10-06,7096.0,LKOH
2021-10-07,7165.0,LKOH
2021-10-08,7220.0,LKOH
2021-10-11,7264.0,LKOH
2021-10-12,7306.0,LKOH
2021-10-13,7252.0,LKOH
2021-10-14,7215.0,LKOH
2021-10-15,7306.5,LKOH
2021-10-18,7319.0,LKOH
2021-10-19,7373.0,LKOH
2021-10-20,7439.0,LKOH
2021-10-21,7232.0,LKOH
2021-10-22,7200.0,LKOH
2021-10-25,7441.5,LKOH
2021-10-26,7440.5,LKOH
2021-10-27,7323.5,LKOH
2021-10-28,7288.5,LKOH
2021-10-29,7272.5,LKOH
2021-11-01,7293.0,LKOH
2021-11-02,7214.0,LKOH
2021-11-03,7175.0,LKOH
2021-11-05,7199.0,LKOH
2021-11-08,7208.5,LKOH
2021-11-09,7188.0,LKOH
2021-11-10,7137.5,LKOH
2021-11-11,7094.5,LKOH
2021-11-12,6878.0,LKOH
2021-11-15,6918.5,LKOH
2021-11-16,6946.5,LKOH
2021-11-17,6884.5,LKOH
2021-11-18,6840.0,LKOH
2021-11-19,6709.0,LKOH
2021-11-22,6575.5,LKOH
2021-11-23,6829.5,LKOH
2021-11-24,6814.5,LKOH
2021-11-25,6661.5,LKOH
2021-11-26,6374.0,LKOH
2021-11-29,6616.0,LKOH
2021-11-30,6513.0,LKOH
2021-12-01,6576.5,LKOH
2021-12-02,6732.0,LKOH
2021-12-03,6639.5,LKOH
2021-12-06,6650.0,LKOH
2021-12-07,6720.5,LKOH
2021-12-08,6574.5,LKOH
2021-12-09,6619.0,LKOH
2021-12-10,6619.5,LKOH
2021-12-13,6376.0,LKOH
2021-12-14,6592.0,LKOH
2021-12-15,6595.0,LKOH
2021-12-16,6729.0,LKOH
2021-12-17,6670.0,LKOH
2021-12-20,6328.5,LKOH
2021-12-21,6348.5,LKOH
2021-12-22,6349.5,LKOH
2021-12-23,6304.5,LKOH
2021-12-24,6313.5,LKOH
2021-12-27,6397.5,LKOH
2021-12-28,6478.0,LKOH
2021-12-29,6516.0,LKOH
2021-12-30,6573.0,LKOH
2022-01-03,6683.0,LKOH
2022-01-04,6728.0,LKOH
2022-01-05,6522.0,LKOH
2022-01-06,6699.0,LKOH
2022-01-07,,LKOH
2022-01-10,6775.0,LKOH
2022-01-11,6816.0,LKOH
2022-01-12,6960.0,LKOH
2022-01-13,6665.0,LKOH
2022-01-14,6659.0,LKOH
2022-01-17,6516.0,LKOH
2022-01-18,6250.0,LKOH
2022-01-19,6494.0,LKOH
2022-01-20,6430.0,LKOH
2022-01-21,6420.0,LKOH
2022-01-24,6293.0,LKOH
2022-01-25,6543.0,LKOH
2022-01-26,6525.5,LKOH
2022-01-27,6811.5,LKOH
2022-01-28,6775.0,LKOH
2022-01-31,6878.0,LKOH
2022-02-01,6976.0,LKOH
2022-02-02,7040.0,LKOH
2022-02-03,6865.5,LKOH
2022-02-04,7010.0,LKOH
2022-02-07,6988.0,LKOH
2022-02-08,6957.5,LKOH
2022-02-09,6973.5,LKOH
2022-02-10,6984.5,LKOH
2022-02-11,6707.5,LKOH
2022-02-14,6796.0,LKOH
2022-02-15,6979.0,LKOH
2022-02-16,6970.0,LKOH
2022-02-17,6733.0,LKOH
2022-02-18,6456.5,LKOH
2022-02-21,5810.0,LKOH
2022-02-22,6020.0,LKOH
2022-02-23,,LKOH
2022-02-24,4650.0,LKOH
2022-02-25,4915.0,LKOH
2022-02-28,,LKOH
2022-03-01,,LKOH
2022-03-02,,LKOH
2022-03-03,,LKOH
2022-03-04,,LKOH
2022-03-09,,LKOH
2022-03-10,,LKOH
2022-03-11,,LKOH
2022-03-14,,LKOH
2022-03-15,,LKOH
2022-03-16,,LKOH
2022-03-17,,LKOH
2022-03-18,,LKOH
2022-03-21,,LKOH
2022-03-22,,LKOH
2022-03-23,,LKOH
2022-03-24,5525.0,LKOH
2022-03-25,5206.0,LKOH
2022-03-28,5118.0,LKOH
2022-03-29,4922.0,LKOH
2022-03-30,5140.0,LKOH
2022-03-31,5680.0,LKOH
2022-04-01,5601.0,LKOH
2022-04-04,5557.0,LKOH
2022-04-05,5314.0,LKOH
2022-04-06,5266.0,LKOH
2022-04-07,5280.0,LKOH
2022-04-08,5226.5,LKOH
2022-04-11,5190.0,LKOH
2022-04-12,5145.0,LKOH
2022-04-13,5106.0,LKOH
2022-04-14,4879.5,LKOH
2022-04-15,4893.0,LKOH
2022-04-18,4549.0,LKOH
2022-04-19,4485.0,LKOH
2022-04-20,4310.0,LKOH
2022-04-21,3974.0,LKOH
2022-04-22,3828.0,LKOH
2022-04-25,3931.0,LKOH
2022-04-26,4292.0,LKOH
2022-04-27,4550.0,LKOH
2022-04-28,4381.0,LKOH
2022-04-29,4699.5,LKOH
2022-05-04,4552.0,LKOH
2022-05-05,4675.0,LKOH
2022-05-06,4635.5,LKOH
2022-05-11,4600.0,LKOH
2022-05-12,4362.5,LKOH
2022-05-13,4380.0,LKOH
2022-05-16,4523.5,LKOH
2022-05-17,4500.0,LKOH
2022-05-18,4483.5,LKOH
2022-05-19,4415.5,LKOH
2022-05-20,4279.0,LKOH
2022-05-23,4050.0,LKOH
2022-05-24,3942.0,LKOH
2022-05-25,4148.0,LKOH
2022-05-26,4263.0,LKOH
2022-05-27,4290.0,LKOH
2022-05-30,4220.0,LKOH
2022-05-31,4061.5,LKOH
2022-06-01,4074.0,LKOH
2022-06-02,4035.0,LKOH
2022-06-03,3980.5,LKOH
2022-06-06,3940.0,LKOH
2022-06-07,3959.5,LKOH
2022-06-08,3945.5,LKOH
2022-06-09,3876.0,LKOH
2022-06-10,3898.0,LKOH
2022-06-14,3891.5,LKOH
2022-06-15,4115.0,LKOH
2022-06-16,4261.5,LKOH
2022-06-17,4182.0,LKOH
2022-06-20,4209.5,LKOH
2022-06-21,4045.0,LKOH
2022-06-22,4139.0,LKOH
2022-06-23,4150.0,LKOH
2022-06-24,4100.0,LKOH
2022-06-27,4100.0,LKOH
2022-06-28,3989.5,LKOH
2022-06-29,4015.0,LKOH
2022-06-30,3905.0,LKOH
2022-07-01,3944.0,LKOH
2022-07-04,3949.5,LKOH
2022-07-05,4015.0,LKOH
2022-07-06,3962.0,LKOH
2022-07-07,3956.0,LKOH
2022-07-08,3911.0,LKOH
2022-07-11,3848.5,LKOH
2022-07-12,3752.0,LKOH
2022-07-13,3645.5,LKOH
2022-07-14,3608.0,LKOH
2022-07-15,3709.0,LKOH
2022-07-18,3645.0,LKOH
2022-07-19,3600.0,LKOH
2022-07-20,3580.0,LKOH
2022-07-21,3539.5,LKOH
2022-07-22,3688.0,LKOH
2022-07-25,3669.0,LKOH
2022-07-26,3825.0,LKOH
2022-07-27,3847.5,LKOH
2022-07-28,3831.0,LKOH
2022-07-29,3877.0,LKOH
2022-08-01,3931.0,LKOH
2022-08-02,3823.0,LKOH
2022-08-03,3799.0,LKOH
2022-08-04,3720.0,LKOH
2022-08-05,3679.5,LKOH
2022-08-08,3720.0,LKOH
2022-08-09,3895.0,LKOH
2022-08-10,3890.0,LKOH
2022-08-11,3925.0,LKOH
2022-08-12,3940.5,LKOH
2022-08-15,3959.0,LKOH
2022-08-16,4018.0,LKOH
2022-08-17,3907.0,LKOH
2022-08-18,3920.0,LKOH
2022-08-19,3972.0,LKOH
2022-08-22,4017.0,LKOH
2022-08-23,4098.0,LKOH
2022-08-24,4117.0,LKOH
2022-08-25,4055.0,LKOH
2022-08-26,4115.0,LKOH
2022-08-29,4186.0,LKOH
2022-08-30,4140.0,LKOH
2022-08-31,4270.0,LKOH
2022-09-01,4722.0,LKOH
2022-09-02,4595.0,LKOH
2022-09-05,4658.0,LKOH
2022-09-06,4545.0,LKOH
2022-09-07,4420.0,LKOH
2022-09-08,4410.0,LKOH
2022-09-09,4470.0,LKOH
2022-09-12,4560.0,LKOH
2022-09-13,4542.5,LKOH
2022-09-14,4472.0,LKOH
2022-09-15,4530.0,LKOH
2022-09-16,4519.0,LKOH
2022-09-19,4496.0,LKOH
2022-09-20,4055.0,LKOH
2022-09-21,3955.0,LKOH
2022-09-22,4011.0,LKOH
2022-09-23,3948.5,LKOH
2022-09-26,3708.0,LKOH
2022-09-27,3865.0,LKOH
2022-09-28,3907.5,LKOH
2022-09-29,3882.5,LKOH
2022-09-30,3965.0,LKOH
2022-10-03,4077.0,LKOH
2022-10-04,4094.0,LKOH
2022-10-05,4102.5,LKOH
2022-10-06,4041.0,LKOH
2022-10-07,3875.0,LKOH
2022-10-10,4035.0,LKOH
2022-10-11,4170.0,LKOH
2022-10-12,4149.0,LKOH
2022-10-13,4185.5,LKOH
2022-10-14,4139.0,LKOH
2022-10-17,4212.5,LKOH
2022-10-18,4240.0,LKOH
2022-10-19,4204.5,LKOH
2022-10-20,4380.5,LKOH
2022-10-21,4433.0,LKOH
2022-10-24,4439.5,LKOH
2022-10-25,4569.5,LKOH
2022-10-26,4613.5,LKOH
2022-10-27,4724.0,LKOH
2022-10-28,4700.5,LKOH
2022-10-31,4695.5,LKOH
2022-11-01,4700.0,LKOH
2022-11-02,4670.0,LKOH
2022-11-03,4687.0,LKOH
2022-11-07,4723.5,LKOH
2022-11-08,4697.5,LKOH
2022-11-09,4632.0,LKOH
2022-11-10,4681.0,LKOH
2022-11-11,4670.0,LKOH
2022-11-14,4658.5,LKOH
2022-11-15,4565.0,LKOH
2022-11-16,4661.5,LKOH
2022-11-17,4621.0,LKOH
2022-11-18,4623.0,LKOH
2022-11-21,4605.5,LKOH
2022-11-22,4618.0,LKOH
2022-11-23,4679.0,LKOH
2022-11-24,4664.0,LKOH
2022-11-25,4669.0,LKOH
2022-11-28,4624.0,LKOH
2022-11-29,4602.0,LKOH
2022-11-30,4614.5,LKOH
2022-12-01,4599.5,LKOH
2022-12-02,4577.5,LKOH
2022-12-05,4619.0,LKOH
2022-12-06,4603.5,LKOH
2022-12-07,4592.5,LKOH
2022-12-08,4578.0,LKOH
2022-12-09,4583.0,LKOH
2022-12-12,4583.5,LKOH
2022-12-13,4577.5,LKOH
2022-12-14,4590.5,LKOH
2022-12-15,4521.0,LKOH
2022-12-16,4580.0,LKOH
2022-12-19,4625.0,LKOH
2022-12-20,4076.0,LKOH
2022-12-21,4040.5,LKOH
2022-12-22,4027.5,LKOH
2022-12-23,4010.5,LKOH
2022-12-26,4010.0,LKOH
2022-12-27,4028.5,LKOH
2022-12-28,4015.5,LKOH
2022-12-29,4022.0,LKOH
2022-12-30,4069.5,LKOH
2023-01-03,4123.5,LKOH
2023-01-04,4116.0,LKOH
2023-01-05,4087.0,LKOH
2023-01-06,4089.0,LKOH
2023-01-09,4110.0,LKOH
2023-01-10,4079.0,LKOH
2023-01-11,4090.5,LKOH
2023-01-12,4078.5,LKOH
2023-01-13,4074.0,LKOH
2023-01-16,4052.0,LKOH
2023-01-17,4025.0,LKOH
2023-01-18,4021.0,LKOH
2023-01-19,3981.0,LKOH
2023-01-20,3944.0,LKOH
2023-01-23,3972.5,LKOH
2023-01-24,3942.5,LKOH
2023-01-25,3923.5,LKOH
2023-01-26,3911.0,LKOH
2023-01-27,3917.0,LKOH
2023-01-30,3947.5,LKOH
2023-01-31,3955.0,LKOH
2023-02-01,3955.5,LKOH
2023-02-02,3918.5,LKOH
2023-02-03,3907.5,LKOH
2023-02-06,3941.0,LKOH
2023-02-07,3968.0,LKOH
2023-02-08,3930.5,LKOH
2023-02-09,3914.0,LKOH
2023-02-10,3921.5,LKOH
2023-02-13,3928.5,LKOH
2023-02-14,3914.5,LKOH
2023-02-15,3829.0,LKOH
2023-02-16,3830.0,LKOH
2023-02-17,3840.0,LKOH
2023-02-20,3905.0,LKOH
2023-02-21,3914.5,LKOH
2023-02-22,3909.5,LKOH
2023-02-24,3901.0,LKOH
2023-02-27,3903.0,LKOH
2023-02-28,3990.0,LKOH
2023-03-01,4056.0,LKOH
2023-03-02,4004.0,LKOH
2023-03-03,4030.5,LKOH
2023-03-06,4111.5,LKOH
2023-03-07,4125.0,LKOH
2023-03-09,4105.0,LKOH
2023-03-10,4085.0,LKOH
2023-03-13,4066.0,LKOH
2023-03-14,4063.0,LKOH
2023-03-15,4022.0,LKOH
2023-03-16,4084.0,LKOH
2023-03-17,4111.5,LKOH
2023-03-20,4228.5,LKOH
2023-03-21,4216.5,LKOH
2023-03-22,4192.5,LKOH
2023-03-23,4177.5,LKOH
2023-03-24,4206.5,LKOH
2023-03-27,4322.0,LKOH
2023-03-28,4320.0,LKOH
2023-03-29,4342.0,LKOH
2023-03-30,4382.5,LKOH
2023-03-31,4352.5,LKOH
2023-04-03,4473.5,LKOH
2023-04-04,4510.5,LKOH
2023-04-05,4540.0,LKOH
2023-04-06,4585.0,LKOH
2023-04-07,4637.0,LKOH
2023-04-10,4650.5,LKOH
2023-04-11,4620.0,LKOH
2023-04-12,4670.0,LKOH
2023-04-13,4612.5,LKOH
2023-04-14,4618.0,LKOH
2023-04-17,4640.0,LKOH
2023-04-18,4599.5,LKOH
2023-04-19,4539.5,LKOH
2023-04-20,4746.0,LKOH
2023-04-21,4729.5,LKOH
2023-04-24,4710.5,LKOH
2023-04-25,4689.0,LKOH
2023-04-26,4659.0,LKOH
2023-04-27,4700.0,LKOH
2023-04-28,4674.5,LKOH
2023-05-02,4581.0,LKOH
2023-05-03,4508.5,LKOH
2023-05-04,4547.5,LKOH
2023-05-05,4509.0,LKOH
2023-05-08,4564.5,LKOH
2023-05-10,4716.0,LKOH
2023-05-11,4788.5,LKOH
2023-05-12,4819.0,LKOH
2023-05-15,5045.5,LKOH
2023-05-16,5086.0,LKOH
2023-05-17,5097.0,LKOH
2023-05-18,5075.0,LKOH
2023-05-19,5078.5,LKOH
2023-05-22,5090.0,LKOH
2023-05-23,5173.0,LKOH
2023-05-24,5192.0,LKOH
2023-05-25,5203.5,LKOH
2023-05-26,5296.5,LKOH
2023-05-29,5538.5,LKOH
2023-05-30,5530.0,LKOH
2023-05-31,5569.0,LKOH
2023-06-01,5684.0,LKOH
2023-06-02,5383.0,LKOH
2023-06-05,5166.5,LKOH
2023-06-06,5149.5,LKOH
2023-06-07,5101.0,LKOH
2023-06-08,5065.0,LKOH
2023-06-09,5077.0,LKOH
2023-06-13,5264.0,LKOH
2023-06-14,5246.0,LKOH
2023-06-15,5302.5,LKOH
2023-06-16,5260.5,LKOH
2023-06-19,5194.0,LKOH
2023-06-20,5150.5,LKOH
2023-06-21,5125.0,LKOH
2023-06-22,5137.0,LKOH
2023-06-23,5030.0,LKOH
2023-06-26,5048.5,LKOH
2023-06-27,5138.0,LKOH
2023-06-28,5108.0,LKOH
2023-06-29,5124.0,LKOH
2023-06-30,5079.0,LKOH
2023-07-03,5095.5,LKOH
2023-07-04,5209.0,LKOH
2023-07-05,5298.5,LKOH
2023-07-06,5347.0,LKOH
2023-07-07,5439.5,LKOH
2023-07-10,5436.0,LKOH
2023-07-11,5439.0,LKOH
2023-07-12,5500.0,LKOH
2023-07-13,5498.0,LKOH
2023-07-14,5514.0,LKOH
2023-07-17,5503.0,LKOH
2023-07-18,5537.5,LKOH
2023-07-19,5518.0,LKOH
2023-07-20,5394.0,LKOH
2023-07-21,5505.0,LKOH
2023-07-24,5545.5,LKOH
2023-07-25,5633.5,LKOH
2023-07-26,5626.0,LKOH
2023-07-27,5668.0,LKOH
2023-07-28,5896.0,LKOH
2023-07-31,5938.0,LKOH
2023-08-01,6008.0,LKOH
2023-08-02,6069.5,LKOH
2023-08-03,6155.0,LKOH
2023-08-04,6103.0,LKOH
2023-08-07,6048.5,LKOH
2023-08-08,6124.5,LKOH
2023-08-09,6171.5,LKOH
2023-08-10,6252.0,LKOH
2023-08-11,6284.5,LKOH
2023-08-14,6127.5,LKOH
2023-08-15,6131.5,LKOH
2023-08-16,6094.5,LKOH
2023-08-17,6162.0,LKOH
2023-08-18,6277.5,LKOH
2023-08-21,6265.5,LKOH
2023-08-22,6606.5,LKOH
2023-08-23,6412.5,LKOH
2023-08-24,6561.5,LKOH
2023-08-25,6566.0,LKOH
2023-08-28,6662.0,LKOH
2023-08-29,6779.5,LKOH
2023-08-30,6837.0,LKOH
2023-08-31,6830.0,LKOH
2023-09-01,6819.0,LKOH
2023-09-04,6850.0,LKOH
2023-09-05,6916.0,LKOH
2023-09-06,6867.5,LKOH
2023-09-07,6666.5,LKOH
2023-09-08,6625.0,LKOH
2023-09-11,6456.0,LKOH
2023-09-12,6729.0,LKOH
2023-09-13,6610.0,LKOH
2023-09-14,6519.0,LKOH
2023-09-15,6553.0,LKOH
2023-09-18,6526.0,LKOH
2023-09-19,6344.0,LKOH
2023-09-20,6423.0,LKOH
2023-09-21,6379.0,LKOH
2023-09-22,6495.0,LKOH
2023-09-25,6449.0,LKOH
2023-09-26,6386.0,LKOH
2023-09-27,6490.0,LKOH
2023-09-28,6645.5,LKOH
2023-09-29,6677.0,LKOH
2023-10-02,6720.0,LKOH
2023-10-03,6754.5,LKOH
2023-10-04,6660.5,LKOH
2023-10-05,6721.5,LKOH
2023-10-06,6797.0,LKOH
2023-10-09,6863.5,LKOH
2023-10-10,6853.5,LKOH
2023-10-11,6890.5,LKOH
2023-10-12,7120.0,LKOH
2023-10-13,7244.0,LKOH
2023-10-16,7335.0,LKOH
2023-10-17,7384.5,LKOH
2023-10-18,7488.0,LKOH
2023-10-19,7486.0,LKOH
2023-10-20,7491.5,LKOH
2023-10-23,7462.5,LKOH
2023-10-24,7444.0,LKOH
2023-10-25,7437.5,LKOH
2023-10-26,7228.5,LKOH
2023-10-27,7318.0,LKOH
2023-10-30,7248.0,LKOH
2023-10-31,7150.5,LKOH
2023-11-01,7240.0,LKOH
2023-11-02,7253.5,LKOH
2023-11-03,7238.0,LKOH
2023-11-06,7376.0,LKOH
2023-11-07,7333.5,LKOH
2023-11-08,7295.0,LKOH
2023-11-09,7260.0,LKOH
2023-11-10,7288.5,LKOH
2023-11-13,7277.5,LKOH
2023-11-14,7200.0,LKOH
2023-11-15,7224.0,LKOH
2023-11-16,7135.5,LKOH
2023-11-17,7225.5,LKOH
2023-11-20,7194.5,LKOH
2023-11-21,7209.0,LKOH
2023-11-22,7299.0,LKOH
2023-11-23,7258.0,LKOH
2023-11-24,7295.0,LKOH
2023-11-27,7222.5,LKOH
2023-11-28,7238.0,LKOH
2023-11-29,7202.0,LKOH
2023-11-30,7239.0,LKOH
2023-12-01,7175.5,LKOH
2023-12-04,7132.5,LKOH
2023-12-05,7248.5,LKOH
2023-12-06,7138.0,LKOH
2023-12-07,7092.0,LKOH
2023-12-08,7140.0,LKOH
2023-12-11,6977.0,LKOH
2023-12-12,7014.5,LKOH
2023-12-13,7043.5,LKOH
2023-12-14,6860.0,LKOH
2023-12-15,6560.0,LKOH
2023-12-18,6723.5,LKOH
2023-12-19,6709.0,LKOH
2023-12-20,6735.0,LKOH
2023-12-21,6702.0,LKOH
2023-12-22,6732.5,LKOH
2023-12-25,6744.0,LKOH
2023-12-26,6771.0,LKOH
2023-12-27,6768.0,LKOH
2023-12-28,6767.0,LKOH
2023-12-29,6739.0,LKOH
2024-01-03,6803.5,LKOH
2024-01-04,6771.0,LKOH
2024-01-05,6780.0,LKOH
2024-01-08,6766.5,LKOH
2024-01-09,6931.0,LKOH
2024-01-10,6957.0,LKOH
2024-01-11,6972.5,LKOH
2024-01-12,6965.0,LKOH
2024-01-15,6889.5,LKOH
2024-01-16,6857.0,LKOH
2024-01-17,6910.0,LKOH
2024-01-18,6857.5,LKOH
2024-01-19,6834.5,LKOH
2024-01-22,6840.0,LKOH
2024-01-23,6799.5,LKOH
2024-01-24,6795.0,LKOH
2024-01-25,6809.0,LKOH
2024-01-26,6901.0,LKOH
2024-01-29,6943.0,LKOH
2024-01-30,6994.0,LKOH
2024-01-31,7090.5,LKOH
2024-02-01,7093.5,LKOH
2024-02-02,7114.0,LKOH
2024-02-05,7137.5,LKOH
2024-02-06,7163.0,LKOH
2024-02-07,7265.0,LKOH
2024-02-08,7231.5,LKOH
2024-02-09,7238.5,LKOH
2024-02-12,7280.0,LKOH
2024-02-13,7269.0,LKOH
2024-02-14,7220.5,LKOH
2024-02-15,7282.5,LKOH
2024-02-16,7224.5,LKOH
2024-02-19,7188.0,LKOH
2024-02-20,7081.0,LKOH
2024-02-21,6990.5,LKOH
2024-02-22,7021.5,LKOH
2024-02-26,7164.0,LKOH
2024-02-27,7141.5,LKOH
2024-02-28,7261.5,LKOH
2024-02-29,7378.0,LKOH
2024-03-01,7463.5,LKOH
2024-03-04,7511.5,LKOH
2024-03-05,7499.5,LKOH
2024-03-06,7483.0,LKOH
2024-03-07,7513.0,LKOH
2024-03-11,7554.5,LKOH
2024-03-12,7536.5,LKOH
2024-03-13,7426.0,LKOH
2024-03-14,7370.0,LKOH
2024-03-15,7380.0,LKOH
2024-03-18,7344.0,LKOH
2024-03-19,7333.5,LKOH
2024-03-20,7438.5,LKOH
2024-03-21,7417.5,LKOH
2024-03-22,7303.0,LKOH
2024-03-25,7438.0,LKOH
2024-03-26,7419.0,LKOH
2024-03-27,7493.0,LKOH
2024-03-28,7481.0,LKOH
2024-03-29,7551.0,LKOH
2024-04-01,7665.0,LKOH
2024-04-02,7654.0,LKOH
2024-04-03,7686.5,LKOH
2024-04-04,7727.5,LKOH
2024-04-05,7662.5,LKOH
2024-04-08,7767.0,LKOH
2024-04-09,7786.5,LKOH
2024-04-10,7825.0,LKOH
2024-04-11,7836.5,LKOH
2024-04-12,7839.5,LKOH
2024-04-15,7920.5,LKOH
2024-04-16,7897.0,LKOH
2024-04-17,7886.0,LKOH
2024-04-18,7840.0,LKOH
2024-04-19,7835.5,LKOH
2024-04-22,7827.5,LKOH
2024-04-23,7840.0,LKOH
2024-04-24,7820.5,LKOH
2024-04-25,7827.5,LKOH
2024-04-26,7929.5,LKOH
2024-04-27,8002.5,LKOH
2024-04-29,8152.0,LKOH
2024-04-30,8085.5,LKOH
2024-05-02,8104.5,LKOH
2024-05-03,8075.5,LKOH
2024-05-06,8026.5,LKOH
2024-05-07,7722.5,LKOH
2024-05-08,7714.0,LKOH
2024-05-10,7713.5,LKOH
2024-05-13,7689.0,LKOH
2024-05-14,7672.0,LKOH
2024-05-15,7655.5,LKOH
2024-05-16,7715.0,LKOH
2024-05-17,7854.5,LKOH
